"Distance" "MP" "Class"
"26663" 8056 3.5 "Mammalia"
"26664" 8087 3.2 "Mammalia"
"26665" 8103 3.4 "Mammalia"
"26666" 8109 4.1 "Mammalia"
"26667" 8111 3.4 "Mammalia"
"26668" 8117 3.7 "Mammalia"
"26669" 8122 3.7 "Mammalia"
"26670" 8134 3.3 "Mammalia"
"26671" 8139 3.5 "Mammalia"
"26672" 8158 3.5 "Mammalia"
"26673" 8173 3.7 "Mammalia"
"26674" 8186 3.8 "Mammalia"
"26675" 8223 3.8 "Mammalia"
"26676" 8244 3.7 "Mammalia"
"26677" 8276 3.1 "Mammalia"
"26678" 8296 3.2 "Mammalia"
"26679" 8336 3.5 "Mammalia"
"26680" 8344 3.5 "Mammalia"
"26681" 8404 3.3 "Mammalia"
"26682" 8422 3.5 "Mammalia"
"26683" 8434 4.4 "Mammalia"
"26684" 8463 5.2 "Mammalia"
"26685" 8499 11.3 "Mammalia"
"26686" 8555 34.2 "Mammalia"
"26687" 8589 34.9 "Mammalia"
"26688" 8602 33.5 "Mammalia"
"26689" 8751 54.8 "Mammalia"
"26690" 8828 91.2 "Mammalia"
"26691" 8886 87.2 "Mammalia"
"26692" 8927 89.1 "Mammalia"
"26693" 8965 95.2 "Mammalia"
"26694" 9018 96.3 "Mammalia"
"26695" 9032 96.5 "Mammalia"
"26696" 9057 96.8 "Mammalia"
"26697" 9192 96.6 "Mammalia"
"26698" 9213 96.2 "Mammalia"
"26699" 9325 93.9 "Mammalia"
"26700" 9373 89.3 "Mammalia"
"26701" 9486 88.9 "Mammalia"
"26702" 9646 88.3 "Mammalia"
"26703" 9659 84.9 "Mammalia"
"26704" 9683 88.3 "Mammalia"
"26705" 9689 91.3 "Mammalia"
"26706" 9739 93.9 "Mammalia"
"26707" 9755 95.6 "Mammalia"
"26708" 9991 92.8 "Mammalia"
"26709" 9972 86.3 "Mammalia"
"26710" 9964 83.7 "Mammalia"
"26711" 9925 74.8 "Mammalia"
"26712" 9885 77.8 "Mammalia"
"26713" 9859 79.5 "Mammalia"
"26714" 9793 75.2 "Mammalia"
"26715" 9770 71.3 "Mammalia"
"26716" 9753 76.8 "Mammalia"
"26717" 9668 79.1 "Mammalia"
"26718" 9581 81.1 "Mammalia"
"26719" 9568 82.2 "Mammalia"
"26720" 9566 84 "Mammalia"
"26721" 9536 89.4 "Mammalia"
"26722" 9482 93.5 "Mammalia"
"26723" 9440 93.2 "Mammalia"
"26724" 9432 89.3 "Mammalia"
"26725" 9383 93 "Mammalia"
"26726" 9264 95.5 "Mammalia"
"26727" 9248 96.1 "Mammalia"
"26728" 9218 95.5 "Mammalia"
"26729" 9150 90.4 "Mammalia"
"26730" 9144 87.7 "Mammalia"
"26731" 9141 62.9 "Mammalia"
"26732" 9068 36.9 "Mammalia"
"26733" 9038 67.1 "Mammalia"
"26734" 8939 90.4 "Mammalia"
"26735" 8858 95 "Mammalia"
"26736" 8809 94.9 "Mammalia"
"26737" 8803 95.8 "Mammalia"
"26738" 8800 95.9 "Mammalia"
"26739" 8756 95.3 "Mammalia"
"26740" 8691 96.1 "Mammalia"
"26741" 8675 96.4 "Mammalia"
"26742" 8647 96.1 "Mammalia"
"26743" 8642 96.2 "Mammalia"
"26744" 8638 95.8 "Mammalia"
"26745" 8631 95.3 "Mammalia"
"26746" 8557 95.5 "Mammalia"
"26747" 8553 95.6 "Mammalia"
"26748" 8497 95.1 "Mammalia"
"26749" 8489 95.3 "Mammalia"
"26750" 8465 94.2 "Mammalia"
"26751" 8459 88.7 "Mammalia"
"26752" 8435 87.8 "Mammalia"
"26753" 8381 92.6 "Mammalia"
"26754" 8292 93.9 "Mammalia"
"26755" 8289 94.2 "Mammalia"
"26756" 8215 95.4 "Mammalia"
"26757" 8175 96.4 "Mammalia"
"26758" 8143 96.4 "Mammalia"
"26759" 8069 96.3 "Mammalia"
"26760" 8053 96.2 "Mammalia"
"26761" 8023 96.3 "Mammalia"
"26762" 7994 96.1 "Mammalia"
"26763" 7989 96.2 "Mammalia"
"26764" 7981 96.4 "Mammalia"
"26765" 7884 96 "Mammalia"
"26766" 7871 95.7 "Mammalia"
"26767" 7867 93.5 "Mammalia"
"26768" 7821 90.5 "Mammalia"
"26769" 7771 90.7 "Mammalia"
"26770" 7717 46.1 "Mammalia"
"26771" 7693 66.8 "Mammalia"
"26772" 7687 50.2 "Mammalia"
"26773" 7592 61.1 "Mammalia"
"26774" 7501 58.7 "Mammalia"
"26775" 7476 56.5 "Mammalia"
"26776" 7416 33.6 "Mammalia"
"26777" 7377 49 "Mammalia"
"26778" 7316 49.4 "Mammalia"
"26779" 7259 41.4 "Mammalia"
"26780" 7254 40.9 "Mammalia"
"26781" 7138 48.7 "Mammalia"
"26782" 7093 50.1 "Mammalia"
"26783" 6851 94 "Mammalia"
"26784" 6842 95.5 "Mammalia"
"26785" 6751 95.4 "Mammalia"
"26786" 6733 94.7 "Mammalia"
"26787" 6701 96 "Mammalia"
"26788" 6664 96.4 "Mammalia"
"26789" 6657 96.4 "Mammalia"
"26790" 6620 95.5 "Mammalia"
"26791" 6537 92.8 "Mammalia"
"26792" 6473 87.3 "Mammalia"
"26793" 6449 64.2 "Mammalia"
"26794" 6308 59.7 "Mammalia"
"26795" 6292 57.4 "Mammalia"
"26796" 6183 42.4 "Mammalia"
"26797" 5904 90.2 "Mammalia"
"26798" 5901 90.2 "Mammalia"
"26799" 5897 92.7 "Mammalia"
"26800" 5885 94.9 "Mammalia"
"26801" 5852 95 "Mammalia"
"26802" 5762 92.8 "Mammalia"
"26803" 5708 90.8 "Mammalia"
"26804" 5522 91.1 "Mammalia"
"26805" 5512 91.3 "Mammalia"
"26806" 5500 70.4 "Mammalia"
"26807" 5342 67 "Mammalia"
"26808" 5273 52.1 "Mammalia"
"26809" 5254 43.8 "Mammalia"
"26810" 5247 36.1 "Mammalia"
"26811" 5175 32.9 "Mammalia"
"26812" 5128 22.6 "Mammalia"
"26813" 5096 12.2 "Mammalia"
"26814" 4891 8.5 "Mammalia"
"26815" 4678 18.5 "Mammalia"
"26816" 4628 28.7 "Mammalia"
"26817" 4521 25.4 "Mammalia"
"26818" 4461 15.5 "Mammalia"
"26819" 4330 6.9 "Mammalia"
"26820" 4239 9.8 "Mammalia"
"26821" 4213 13.1 "Mammalia"
"26822" 4205 17.6 "Mammalia"
"26823" 4055 22.3 "Mammalia"
"26824" 3997 66.1 "Mammalia"
"26825" 3940 42.7 "Mammalia"
"26826" 3773 35.3 "Mammalia"
"26827" 3396 32.4 "Mammalia"
"26828" 3350 27.9 "Mammalia"
"26829" 3280 14.2 "Mammalia"
"26830" 3149 6.7 "Mammalia"
"26831" 3120 4.6 "Mammalia"
"26832" 3111 4.3 "Mammalia"
"26833" 3092 3.7 "Mammalia"
"26834" 2988 3.6 "Mammalia"
"26835" 2956 3.3 "Mammalia"
"26836" 2938 2.9 "Mammalia"
"26837" 2922 3.3 "Mammalia"
"26838" 2915 3.4 "Mammalia"
"26839" 2903 3.4 "Mammalia"
"26840" 2897 3.5 "Mammalia"
"26841" 2851 3.3 "Mammalia"
"26842" 2834 3.3 "Mammalia"
"26843" 2831 3.3 "Mammalia"
"26844" 2822 3.5 "Mammalia"
"26845" 2811 3.4 "Mammalia"
"26846" 2718 3.2 "Mammalia"
"26847" 2626 3.6 "Mammalia"
"26848" 2599 3.2 "Mammalia"
"26849" 2578 3.2 "Mammalia"
"26850" 2564 3.1 "Mammalia"
"26851" 2554 3.6 "Mammalia"
"26852" 2521 3.6 "Mammalia"
"26853" 2452 3.7 "Mammalia"
"26854" 2367 3.7 "Mammalia"
"26855" 2361 3.3 "Mammalia"
"26856" 2333 3.4 "Mammalia"
"26857" 2321 3.3 "Mammalia"
"26858" 2287 3.1 "Mammalia"
"26859" 2270 2.9 "Mammalia"
"26860" 2258 2.9 "Mammalia"
"26861" 2229 3 "Mammalia"
"26862" 2225 2.9 "Mammalia"
"26863" 2217 3.1 "Mammalia"
"26864" 2213 3.2 "Mammalia"
"26865" 2209 3.2 "Mammalia"
"26866" 2189 3.2 "Mammalia"
"26867" 2187 3.1 "Mammalia"
"26868" 2183 3.9 "Mammalia"
"26869" 2148 3.7 "Mammalia"
"26870" 2130 3.1 "Mammalia"
"26871" 2099 3.3 "Mammalia"
"26872" 2072 3.3 "Mammalia"
"26873" 2066 3.3 "Mammalia"
"26874" 2054 3.1 "Mammalia"
"26875" 2040 3.3 "Mammalia"
"26876" 2030 3.4 "Mammalia"
"26877" 2000 3.4 "Mammalia"
"26878" 1903 3.2 "Mammalia"
"26879" 1874 3.4 "Mammalia"
"26880" 1822 3.3 "Mammalia"
"26881" 1796 3.2 "Mammalia"
"26882" 1765 3.1 "Mammalia"
"26883" 1616 3.3 "Mammalia"
"26884" 1609 3.2 "Mammalia"
"26885" 1580 3.5 "Mammalia"
"26886" 1572 3.2 "Mammalia"
"26887" 1549 3.5 "Mammalia"
"26888" 1530 3.2 "Mammalia"
"26889" 1504 3.5 "Mammalia"
"26890" 1502 3.1 "Mammalia"
"26891" 1474 3.7 "Mammalia"
"26892" 1462 3.3 "Mammalia"
"26893" 1450 2.8 "Mammalia"
"26894" 1439 3.2 "Mammalia"
"26895" 1396 3.2 "Mammalia"
"26896" 1381 2.5 "Mammalia"
"26897" 1375 3.4 "Mammalia"
"26898" 1369 3.2 "Mammalia"
"26899" 1324 3.3 "Mammalia"
"26900" 1321 3.7 "Mammalia"
"26901" 1282 3.4 "Mammalia"
"26902" 1247 3.1 "Mammalia"
"26903" 1243 3.6 "Mammalia"
"26904" 1241 3.5 "Mammalia"
"26905" 1229 3.5 "Mammalia"
"26906" 1222 3.3 "Mammalia"
"26907" 1198 3.3 "Mammalia"
"26908" 1185 3.2 "Mammalia"
"26909" 1181 3.4 "Mammalia"
"26910" 1175 3.3 "Mammalia"
"26911" 1131 3.2 "Mammalia"
"26912" 1124 3.2 "Mammalia"
"26913" 1109 3.3 "Mammalia"
"26914" 1104 3.2 "Mammalia"
"26915" 1094 3.3 "Mammalia"
"26916" 1091 2.9 "Mammalia"
"26917" 1087 3.5 "Mammalia"
"26918" 1085 3.3 "Mammalia"
"26919" 1079 3.4 "Mammalia"
"26920" 1064 3.1 "Mammalia"
"26921" 1058 3.1 "Mammalia"
"26922" 1052 3.3 "Mammalia"
"26923" 1046 3.2 "Mammalia"
"26924" 1042 3.3 "Mammalia"
"26925" 1040 3.2 "Mammalia"
"26926" 1037 4 "Mammalia"
"26927" 1012 3.6 "Mammalia"
"26928" 1002 3.3 "Mammalia"
"26929" 998 3.2 "Mammalia"
"26930" 996 3 "Mammalia"
"26931" 986 3.7 "Mammalia"
"26932" 980 3.3 "Mammalia"
"26933" 974 2.9 "Mammalia"
"26934" 959 2.9 "Mammalia"
"26935" 956 2.9 "Mammalia"
"26936" 954 3.1 "Mammalia"
"26937" 951 3.7 "Mammalia"
"26938" 938 3.3 "Mammalia"
"26939" 928 3.2 "Mammalia"
"26940" 925 2.9 "Mammalia"
"26941" 922 3 "Mammalia"
"26942" 920 3.9 "Mammalia"
"26943" 918 4 "Mammalia"
"26944" 893 3.4 "Mammalia"
"26945" 888 2.8 "Mammalia"
"26946" 884 2.9 "Mammalia"
"26947" 882 3.1 "Mammalia"
"26948" 853 3.3 "Mammalia"
"26949" 847 3.2 "Mammalia"
"26950" 841 3.4 "Mammalia"
"26951" 839 3.1 "Mammalia"
"26952" 836 3.3 "Mammalia"
"26953" 834 4.1 "Mammalia"
"26954" 832 3.3 "Mammalia"
"26955" 799 3 "Mammalia"
"26956" 795 3 "Mammalia"
"26957" 786 2.5 "Mammalia"
"26958" 780 3.3 "Mammalia"
"26959" 776 3.1 "Mammalia"
"26960" 764 2.8 "Mammalia"
"26961" 761 3.4 "Mammalia"
"26962" 756 3.2 "Mammalia"
"26963" 753 3.2 "Mammalia"
"26964" 751 4.2 "Mammalia"
"26965" 749 3.8 "Mammalia"
"26966" 747 3.6 "Mammalia"
"26967" 743 2.6 "Mammalia"
"26968" 741 2.6 "Mammalia"
"26969" 738 3.2 "Mammalia"
"26970" 722 3 "Mammalia"
"26971" 715 3.1 "Mammalia"
"26972" 710 3.3 "Mammalia"
"26973" 697 3.1 "Mammalia"
"26974" 695 3 "Mammalia"
"26975" 689 3.4 "Mammalia"
"26976" 685 3.3 "Mammalia"
"26977" 678 3.2 "Mammalia"
"26978" 676 3 "Mammalia"
"26979" 673 3.7 "Mammalia"
"26980" 658 3.3 "Mammalia"
"26981" 654 2.9 "Mammalia"
"26982" 648 3.2 "Mammalia"
"26983" 642 3 "Mammalia"
"26984" 627 3.2 "Mammalia"
"26985" 625 3.1 "Mammalia"
"26986" 617 3.9 "Mammalia"
"26987" 605 3.6 "Mammalia"
"26988" 601 3.3 "Mammalia"
"26989" 599 3.3 "Mammalia"
"26990" 590 3.5 "Mammalia"
"26991" 575 3 "Mammalia"
"26992" 573 3.3 "Mammalia"
"26993" 569 3.1 "Mammalia"
"26994" 567 3.3 "Mammalia"
"26995" 558 3.1 "Mammalia"
"26996" 545 2.8 "Mammalia"
"26997" 543 3 "Mammalia"
"26998" 539 3.3 "Mammalia"
"26999" 532 3.4 "Mammalia"
"27000" 515 2.6 "Mammalia"
"27001" 511 2.9 "Mammalia"
"27002" 509 3.1 "Mammalia"
"27003" 501 3.5 "Mammalia"
"27004" 486 3.5 "Mammalia"
"27005" 477 3.3 "Mammalia"
"27006" 468 2.8 "Mammalia"
"27007" 465 3.3 "Mammalia"
"27008" 463 2.9 "Mammalia"
"27009" 452 3.4 "Mammalia"
"27010" 431 3.6 "Mammalia"
"27011" 413 2.7 "Mammalia"
"27012" 410 3.2 "Mammalia"
"27013" 400 3.4 "Mammalia"
"27014" 395 3.4 "Mammalia"
"27015" 389 3.6 "Mammalia"
"27016" 380 3.8 "Mammalia"
"27017" 375 3.7 "Mammalia"
"27018" 373 3.3 "Mammalia"
"27019" 366 3.9 "Mammalia"
"27020" 362 3.5 "Mammalia"
"27021" 360 3.2 "Mammalia"
"27022" 354 4 "Mammalia"
"27023" 352 3.6 "Mammalia"
"27024" 346 3.5 "Mammalia"
"27025" 338 3.3 "Mammalia"
"27026" 318 2.8 "Mammalia"
"27027" 297 2.9 "Mammalia"
"27028" 295 3.1 "Mammalia"
"27029" 286 3.6 "Mammalia"
"27030" 283 3.2 "Mammalia"
"27031" 278 3.1 "Mammalia"
"27032" 268 3.1 "Mammalia"
"27033" 260 3.3 "Mammalia"
"27034" 253 3.2 "Mammalia"
"27035" 248 3.4 "Mammalia"
"27036" 239 3.7 "Mammalia"
"27037" 229 3.7 "Mammalia"
"27038" 225 3.3 "Mammalia"
"27039" 216 3.5 "Mammalia"
"27040" 214 3.4 "Mammalia"
"27041" 210 3.8 "Mammalia"
"27042" 204 3.5 "Mammalia"
"27043" 200 3.2 "Mammalia"
"27044" 195 3.2 "Mammalia"
"27045" 188 2.7 "Mammalia"
"27046" 179 3.3 "Mammalia"
"27047" 175 3 "Mammalia"
"27048" 167 3.1 "Mammalia"
"27049" 154 3.4 "Mammalia"
"27050" 151 3.3 "Mammalia"
"27051" 141 2.9 "Mammalia"
"27052" 137 3.4 "Mammalia"
"27053" 134 3.2 "Mammalia"
"27054" 129 3.1 "Mammalia"
"27055" 120 2.8 "Mammalia"
"27056" 106 3.3 "Mammalia"
"27057" 104 3 "Mammalia"
"27058" 99 3.4 "Mammalia"
"27059" 95 2.9 "Mammalia"
"27060" 93 3.2 "Mammalia"
"27061" 87 3.8 "Mammalia"
"27062" 84 3 "Mammalia"
"27063" 75 3.3 "Mammalia"
"27064" 73 3 "Mammalia"
"27065" 70 3.3 "Mammalia"
"27066" 68 3.7 "Mammalia"
"27067" 65 3.1 "Mammalia"
"27068" 62 3.4 "Mammalia"
"27069" 48 3.1 "Mammalia"
"27070" 45 3.1 "Mammalia"
"27071" 42 3.4 "Mammalia"
"27072" 40 3.3 "Mammalia"
"27073" 36 3.6 "Mammalia"
"27074" 32 3.4 "Mammalia"
"27075" 11 3.2 "Mammalia"
"27076" 6 3.5 "Mammalia"
"27077" 3 3.1 "Mammalia"
"27078" -1 3.3 "Mammalia"
"27079" -14 3.5 "Mammalia"
"27080" -16 3.1 "Mammalia"
"27081" -19 3.6 "Mammalia"
"27082" -30 3.8 "Mammalia"
"27083" -36 3.1 "Mammalia"
"27084" -39 3.4 "Mammalia"
"27085" -81 3.5 "Mammalia"
"27086" -98 3.6 "Mammalia"
"27087" -104 3.5 "Mammalia"
"27088" -138 3.5 "Mammalia"
"27089" -145 3.6 "Mammalia"
"27090" -164 3.1 "Mammalia"
"27091" -177 3.4 "Mammalia"
"27092" -179 4.1 "Mammalia"
"27093" -181 3.5 "Mammalia"
"27094" -184 3.3 "Mammalia"
"27095" -193 2.8 "Mammalia"
"27096" -195 2.4 "Mammalia"
"27097" -202 3.8 "Mammalia"
"27098" -216 3.3 "Mammalia"
"27099" -221 2.8 "Mammalia"
"27100" -227 3.1 "Mammalia"
"27101" -247 3.3 "Mammalia"
"27102" -256 3.1 "Mammalia"
"27103" -263 3.3 "Mammalia"
"27104" -279 3.3 "Mammalia"
"27105" -281 3.5 "Mammalia"
"27106" -319 3.5 "Mammalia"
"27107" -348 3 "Mammalia"
"27108" -434 3 "Mammalia"
"27109" -502 3.1 "Mammalia"
"27110" -577 3 "Mammalia"
"27111" -592 4 "Mammalia"
"27112" -629 6.1 "Mammalia"
"27113" -680 10.5 "Mammalia"
"27114" -700 15.3 "Mammalia"
"27115" -758 17.5 "Mammalia"
"27116" -783 13.7 "Mammalia"
"27117" -807 11.4 "Mammalia"
"27118" -812 9.6 "Mammalia"
"27119" -850 4.5 "Mammalia"
"27120" -854 3.4 "Mammalia"
"27121" -872 3.6 "Mammalia"
"27122" -913 4.2 "Mammalia"
"27123" -964 5.8 "Mammalia"
"27124" -969 8.6 "Mammalia"
"27125" -1059 20.8 "Mammalia"
"27126" -1074 35.6 "Mammalia"
"27127" -1084 37.6 "Mammalia"
"27128" -1126 41.1 "Mammalia"
"27129" -1136 55.8 "Mammalia"
"27130" -1158 72.3 "Mammalia"
"27131" -1276 73.6 "Mammalia"
"27132" -1288 50.2 "Mammalia"
"27133" -1291 47.3 "Mammalia"
"27134" -1293 52.9 "Mammalia"
"27135" -1320 52.3 "Mammalia"
"27136" -1351 41.4 "Mammalia"
"27137" -1394 47 "Mammalia"
"27138" -1407 59.2 "Mammalia"
"27139" -1550 17.8 "Mammalia"
"27140" -1669 17 "Mammalia"
"27141" -1682 26.9 "Mammalia"
"27142" -1700 36.2 "Mammalia"
"27143" -1707 47 "Mammalia"
"27144" -1762 51.1 "Mammalia"
"27145" -1814 45.4 "Mammalia"
"27146" -1852 37.4 "Mammalia"
"27147" -1964 26.9 "Mammalia"
"27148" -1969 30.1 "Mammalia"
"27149" -2112 43 "Mammalia"
"27150" -2199 93.4 "Mammalia"
"27151" -2242 93.8 "Mammalia"
"27152" -2259 51 "Mammalia"
"27153" -2296 94.1 "Mammalia"
"27154" -2320 96 "Mammalia"
"27155" -2348 95.8 "Mammalia"
"27156" -2389 96.5 "Mammalia"
"27157" -2394 96.1 "Mammalia"
"27158" -2459 95.7 "Mammalia"
"27159" -2478 95.8 "Mammalia"
"27160" -2482 95.2 "Mammalia"
"27161" -2491 87.7 "Mammalia"
"27162" -2502 44.2 "Mammalia"
"27163" -2519 91.4 "Mammalia"
"27164" -2581 92.1 "Mammalia"
"27165" -2623 89.1 "Mammalia"
"27166" -2654 84.6 "Mammalia"
"27167" -2695 91.2 "Mammalia"
"27168" -2791 93.3 "Mammalia"
"27169" -2813 95.6 "Mammalia"
"27170" -2838 96.3 "Mammalia"
"27171" -2942 96.4 "Mammalia"
"27172" -2955 96.7 "Mammalia"
"27173" -2964 97 "Mammalia"
"27174" -2977 97 "Mammalia"
"27175" -3007 96.9 "Mammalia"
"27176" -3013 96.3 "Mammalia"
"27177" -3227 93.6 "Mammalia"
"27178" -3262 92.9 "Mammalia"
"27179" -3271 92.6 "Mammalia"
"27180" -3504 95.9 "Mammalia"
"27181" -3518 96.3 "Mammalia"
"27182" -3556 96.3 "Mammalia"
"27183" -3598 95.4 "Mammalia"
"27184" -3633 93.1 "Mammalia"
"27185" -3650 87.8 "Mammalia"
"27186" -3795 95.6 "Mammalia"
"27187" -3823 96.5 "Mammalia"
"27188" -3828 96.1 "Mammalia"
"27189" -3929 95.7 "Mammalia"
"27190" -3973 94 "Mammalia"
"27191" -3983 80.2 "Mammalia"
"27192" -4007 86.5 "Mammalia"
"27193" -4015 83.1 "Mammalia"
"27194" -4040 77.7 "Mammalia"
"27195" -4119 79.7 "Mammalia"
"27196" -4138 75.2 "Mammalia"
"27197" -4223 88.5 "Mammalia"
"27198" -4586 96 "Mammalia"
"27199" -4621 96.4 "Mammalia"
"27200" -4726 96.4 "Mammalia"
"27201" -4832 96.3 "Mammalia"
"27202" -4874 96.5 "Mammalia"
"27203" -4928 96.4 "Mammalia"
"27204" -4945 96.5 "Mammalia"
"27205" -4989 95.6 "Mammalia"
"27206" -4999 94.8 "Mammalia"
"27207" -5246 95.5 "Mammalia"
"27208" -5253 95.8 "Mammalia"
"27209" -5283 96.7 "Mammalia"
"27210" -5285 96.5 "Mammalia"
"27211" -5329 95.1 "Mammalia"
"27212" -5333 95.6 "Mammalia"
"27213" -5341 95.6 "Mammalia"
"27214" -5345 95.7 "Mammalia"
"27215" -5385 95.4 "Mammalia"
"27216" -5405 95.6 "Mammalia"
"27217" -5426 94.8 "Mammalia"
"27218" -5430 52.8 "Mammalia"
"27219" -5435 94.5 "Mammalia"
"27220" -5463 95.2 "Mammalia"
"27221" -5473 96.4 "Mammalia"
"27222" -5475 96.5 "Mammalia"
"27223" -5479 93.7 "Mammalia"
"27224" -5520 95 "Mammalia"
"27225" -5542 95 "Mammalia"
"27226" -5708 89.4 "Mammalia"
"27227" -5723 49.6 "Mammalia"
"27228" -5776 89.7 "Mammalia"
"27229" -5812 89.7 "Mammalia"
"27230" -5817 92.3 "Mammalia"
"27231" -5880 92.2 "Mammalia"
"27232" -5890 84.3 "Mammalia"
"27233" -5934 84.7 "Mammalia"
"27234" -5944 93.7 "Mammalia"
"27235" -5978 94.3 "Mammalia"
"27236" -6010 95 "Mammalia"
"27237" -6036 95.1 "Mammalia"
"27238" -6040 95.6 "Mammalia"
"27239" -6083 95.2 "Mammalia"
"27240" -6334 54.9 "Mammalia"
"27241" -6354 94.7 "Mammalia"
"27242" -6563 93.7 "Mammalia"
"27243" -6607 94.9 "Mammalia"
"27244" -6680 94.8 "Mammalia"
"27245" -6716 94 "Mammalia"
"27246" -6738 94.9 "Mammalia"
"27247" -6755 95.6 "Mammalia"
"27248" -6778 94.9 "Mammalia"
"27249" -6853 93.4 "Mammalia"
"27250" -6869 89.6 "Mammalia"
"27251" -7019 83.5 "Mammalia"
"27252" -7040 81.5 "Mammalia"
"27253" -7285 85.8 "Mammalia"
"27254" -7327 88.3 "Mammalia"
"27255" -7339 93.4 "Mammalia"
"27256" -7372 94.7 "Mammalia"
"27257" -7383 93.9 "Mammalia"
"27258" -7469 94.2 "Mammalia"
"27259" -7541 94.9 "Mammalia"
"27260" -7549 96.3 "Mammalia"
"27261" -7555 96.1 "Mammalia"
"27262" -7579 94.2 "Mammalia"
"27263" -7595 92.6 "Mammalia"
"27264" -7861 36.7 "Mammalia"
"27265" -7872 34.5 "Mammalia"
"27266" -7948 51.5 "Mammalia"
"27267" -8097 88.6 "Mammalia"
"27268" -8161 87.4 "Mammalia"
"27269" -8180 86.5 "Mammalia"
"27270" -8335 85.2 "Mammalia"
"27271" -8511 90.5 "Mammalia"
"27272" -8542 93 "Mammalia"
"27273" -8551 95.5 "Mammalia"
"27274" -8584 96.1 "Mammalia"
"27275" -8644 96.3 "Mammalia"
"27276" -8677 96.3 "Mammalia"
"27277" -8776 96.4 "Mammalia"
"27278" -8800 96.3 "Mammalia"
"27279" -8856 95.6 "Mammalia"
"27280" -8862 94.3 "Mammalia"
"27281" -8870 95 "Mammalia"
"27282" -8892 94.9 "Mammalia"
"27283" -8961 94.3 "Mammalia"
"27284" -9004 94.8 "Mammalia"
"27285" -9014 94.3 "Mammalia"
"27286" -9032 93.2 "Mammalia"
"27287" -9103 94.7 "Mammalia"
"27288" -9127 95 "Mammalia"
"27289" -9159 94.3 "Mammalia"
"27290" -9183 94.7 "Mammalia"
"27291" -9189 96.3 "Mammalia"
"27292" -9191 96.2 "Mammalia"
"27293" -9213 95.3 "Mammalia"
"27294" -9223 96.2 "Mammalia"
"27295" -9359 96.4 "Mammalia"
"27296" -9381 96.3 "Mammalia"
"27297" -9421 96.5 "Mammalia"
"27298" -9444 96.3 "Mammalia"
"27299" -9525 96.4 "Mammalia"
"27300" -9608 96.1 "Mammalia"
"27301" -9616 95.8 "Mammalia"
"27302" -9739 95.8 "Mammalia"
"27303" -9771 95.9 "Mammalia"
"27304" -9887 95.3 "Mammalia"
"27305" -9990 93.6 "Mammalia"
"27306" 9971 96.3 "Mammalia"
"27307" 9959 96.3 "Mammalia"
"27308" 9944 96.5 "Mammalia"
"27309" 9931 96.4 "Mammalia"
"27310" 9901 96.5 "Mammalia"
"27311" 9767 96.8 "Mammalia"
"27312" 9750 96.4 "Mammalia"
"27313" 9712 96.2 "Mammalia"
"27314" 9593 95.6 "Mammalia"
"27315" 9445 80.7 "Mammalia"
"27316" 9299 78.4 "Mammalia"
"27317" 9274 86.9 "Mammalia"
"27318" 9259 87.3 "Mammalia"
"27319" 9229 88.2 "Mammalia"
"27320" 9197 85.1 "Mammalia"
"27321" 9175 72.5 "Mammalia"
"27322" 9165 82.9 "Mammalia"
"27323" 9132 89 "Mammalia"
"27324" 9125 92.3 "Mammalia"
"27325" 9076 94.2 "Mammalia"
"27326" 9033 92.7 "Mammalia"
"27327" 8957 94.1 "Mammalia"
"27328" 8941 93.7 "Mammalia"
"27329" 8911 89.9 "Mammalia"
"27330" 8844 91 "Mammalia"
"27331" 8838 83.9 "Mammalia"
"27332" 8835 66.9 "Mammalia"
"27333" 8813 66.2 "Mammalia"
"27334" 8732 79.4 "Mammalia"
"27335" 8553 94.2 "Mammalia"
"27336" 8504 94.5 "Mammalia"
"27337" 8500 96.2 "Mammalia"
"27338" 8498 96.3 "Mammalia"
"27339" 8460 94.9 "Mammalia"
"27340" 8444 95.9 "Mammalia"
"27341" 8430 96.2 "Mammalia"
"27342" 8370 96.3 "Mammalia"
"27343" 8354 96.3 "Mammalia"
"27344" 8334 96.5 "Mammalia"
"27345" 8310 96.4 "Mammalia"
"27346" 8302 96.1 "Mammalia"
"27347" 8278 96.5 "Mammalia"
"27348" 8272 96.8 "Mammalia"
"27349" 8248 96.6 "Mammalia"
"27350" 8133 96.3 "Mammalia"
"27351" 8115 96.2 "Mammalia"
"27352" 8097 96.4 "Mammalia"
"27353" 8079 96.3 "Mammalia"
"27354" 8064 96.3 "Mammalia"
"27355" 7987 96.3 "Mammalia"
"27356" 7947 96 "Mammalia"
"27357" 7915 96.2 "Mammalia"
"27358" 7841 96.9 "Mammalia"
"27359" 7839 96.7 "Mammalia"
"27360" 7795 95.3 "Mammalia"
"27361" 7656 95.5 "Mammalia"
"27362" 7643 95.5 "Mammalia"
"27363" 7639 95.6 "Mammalia"
"27364" 7593 95.3 "Mammalia"
"27365" 7557 95.7 "Mammalia"
"27366" 7543 96.8 "Mammalia"
"27367" 7541 96.7 "Mammalia"
"27368" 7489 95.6 "Mammalia"
"27369" 7465 94.2 "Mammalia"
"27370" 7427 93.7 "Mammalia"
"27371" 7269 89.1 "Mammalia"
"27372" 7164 64.2 "Mammalia"
"27373" 7136 75.1 "Mammalia"
"27374" 7070 86 "Mammalia"
"27375" 7018 89.4 "Mammalia"
"27376" 7013 90.3 "Mammalia"
