"spcdist" "p_value"
"16713" 6712 1
"16714" 6713 0.999
"16715" 6714 0.983
"16716" 6715 0.952
"16717" 6716 0.72
"16718" 6717 0.999
"16719" 6718 0.897
"16720" 6719 0.975
"16721" 6720 0.891
"16722" 6721 0.993
"16723" 6722 0.999
"16724" 6723 0.846
"16725" 6724 0.928
"16726" 6725 0.953
"16727" 6726 0.885
"16728" 6727 0.856
"16729" 6728 0.993
"16730" 6729 0.989
"16731" 6730 0.988
"16732" 6731 0.798
"16733" 6732 0.995
"16734" 6733 0.902
"16735" 6734 0.902
"16736" 6735 0.77
"16737" 6736 0.999
"16738" 6737 0.998
"16739" 6738 0.999
"16740" 6739 1
"16741" 6740 0.978
"16742" 6741 0.994
"16743" 6742 0.999
"16744" 6743 0.967
"16745" 6744 0.999
"16746" 6745 0.999
"16747" 6746 0.798
"16748" 6747 0.646
"16749" 6748 0.999
"16750" 6749 0.95
"16751" 6750 0.743
"16752" 6751 0.997
"16753" 6752 1
"16754" 6753 0.996
"16755" 6754 0.951
"16756" 6755 0.639
"16757" 6756 0.972
"16758" 6757 1
"16759" 6758 0.845
"16760" 6759 0.963
"16761" 6760 0.999
"16762" 6761 0.816
"16763" 6762 1
"16764" 6763 0.985
"16765" 6764 0.971
"16766" 6765 0.902
"16767" 6766 0.868
"16768" 6767 0.87
"16769" 6768 0.893
"16770" 6769 0.666
"16771" 6770 0.995
"16772" 6771 0.998
"16773" 6772 0.975
"16774" 6773 0.785
"16775" 6774 0.984
"16776" 6775 1
"16777" 6776 0.794
"16778" 6777 0.978
"16779" 6778 0.999
"16780" 6779 0.985
"16781" 6780 0.999
"16782" 6781 0.99
"16783" 6782 0.908
"16784" 6783 0.916
"16785" 6784 0.962
"16786" 6785 0.947
"16787" 6786 0.826
"16788" 6787 0.999
"16789" 6788 0.995
"16790" 6789 0.94
"16791" 6790 0.984
"16792" 6791 0.991
"16793" 6792 0.997
"16794" 6793 0.998
"16795" 6794 0.958
"16796" 6795 0.915
"16797" 6796 0.907
"16798" 6797 0.905
"16799" 6798 0.985
"16800" 6799 0.999
"16801" 6800 0.994
"16802" 6801 0.946
"16803" 6802 0.935
"16804" 6803 0.97
"16805" 6804 0.785
"16806" 6805 0.961
"16807" 6806 0.927
"16808" 6807 0.624
"16809" 6808 0.991
"16810" 6809 0.897
"16811" 6810 0.979
"16812" 6811 0.999
"16813" 6812 0.995
"16814" 6813 0.995
"16815" 6814 0.999
"16816" 6815 0.285
"16817" 6816 0.998
"16818" 6817 0.997
"16819" 6818 0.759
"16820" 6819 0.975
"16821" 6820 0.85
"16822" 6821 0.954
"16823" 6822 0.997
"16824" 6823 0.981
"16825" 6824 0.961
"16826" 6825 0.756
"16827" 6826 0.849
"16828" 6827 1
"16829" 6828 0.862
"16830" 6829 0.872
"16831" 6830 0.833
"16832" 6831 1
"16833" 6832 0.999
"16834" 6833 0.858
"16835" 6834 0.961
"16836" 6835 0.995
"16837" 6836 1
"16838" 6837 0.993
"16839" 6838 0.989
"16840" 6839 0.998
"16841" 6840 0.608
"16842" 6841 0.99
"16843" 6842 1
"16844" 6843 0.945
"16845" 6844 0.993
"16846" 6845 0.997
"16847" 6846 0.992
"16848" 6847 0.99
"16849" 6848 0.777
"16850" 6849 0.957
"16851" 6850 0.982
"16852" 6851 0.982
"16853" 6852 0.985
"16854" 6853 0.992
"16855" 6854 1
"16856" 6855 0.951
"16857" 6856 0.657
"16858" 6857 0.924
"16859" 6858 0.628
"16860" 6859 0.709
"16861" 6860 0.933
"16862" 6861 1
"16863" 6862 1
"16864" 6863 0.934
"16865" 6864 0.972
"16866" 6865 0.998
"16867" 6866 0.938
"16868" 6867 0.553
"16869" 6868 0.987
"16870" 6869 0.952
"16871" 6870 0.989
"16872" 6871 0.824
"16873" 6872 1
"16874" 6873 0.996
"16875" 6874 1
"16876" 6875 0.979
"16877" 6876 0.925
"16878" 6877 0.986
"16879" 6878 0.584
"16880" 6879 0.997
"16881" 6880 0.993
"16882" 6881 0.873
"16883" 6882 0.666
"16884" 6883 0.989
"16885" 6884 0.997
"16886" 6885 0.847
"16887" 6886 0.868
"16888" 6887 1
"16889" 6888 1
"16890" 6889 0.982
"16891" 6890 0.998
"16892" 6891 0.997
"16893" 6892 0.983
"16894" 6893 0.587
"16895" 6894 0.972
"16896" 6895 0.994
"16897" 6896 0.989
"16898" 6897 0.999
"16899" 6898 1
"16900" 6899 0.99
"16901" 6900 0.889
"16902" 6901 0.983
"16903" 6902 0.961
"16904" 6903 0.977
"16905" 6904 0.992
"16906" 6905 0.508
"16907" 6906 0.999
"16908" 6907 0.998
"16909" 6908 0.972
"16910" 6909 0.995
"16911" 6910 0.954
"16912" 6911 0.962
"16913" 6912 0.998
"16914" 6913 0.963
"16915" 6914 0.998
"16916" 6915 0.976
"16917" 6916 1
"16918" 6917 1
"16919" 6918 0.948
"16920" 6919 0.983
"16921" 6920 0.922
"16922" 6921 1
"16923" 6922 0.996
"16924" 6923 1
"16925" 6924 1
"16926" 6925 1
"16927" 6926 0.991
"16928" 6927 0.862
"16929" 6928 1
"16930" 6929 0.456
"16931" 6930 0.515
"16932" 6931 0.985
"16933" 6932 0.999
"16934" 6933 0.977
"16935" 6934 0.999
"16936" 6935 0.7
"16937" 6936 0.996
"16938" 6937 1
"16939" 6938 0.996
"16940" 6939 0.994
"16941" 6940 0.983
"16942" 6941 0.785
"16943" 6942 0.992
"16944" 6943 1
"16945" 6944 0.938
"16946" 6945 0.981
"16947" 6946 0.936
"16948" 6947 0.992
"16949" 6948 0.817
"16950" 6949 0.995
"16951" 6950 0.981
"16952" 6951 1
"16953" 6952 0.951
"16954" 6953 0.997
"16955" 6954 0.999
"16956" 6955 0.975
"16957" 6956 0.87
"16958" 6957 0.998
"16959" 6958 0.89
"16960" 6959 1
"16961" 6960 0.98
"16962" 6961 0.963
"16963" 6962 0.988
"16964" 6963 0.986
"16965" 6964 0.989
"16966" 6965 0.995
"16967" 6966 0.989
"16968" 6967 0.999
"16969" 6968 0.997
"16970" 6969 0.997
"16971" 6970 0.986
"16972" 6971 0.993
"16973" 6972 0.399
"16974" 6973 0.984
"16975" 6974 1
"16976" 6975 0.99
"16977" 6976 0.907
"16978" 6977 0.941
"16979" 6978 0.749
"16980" 6979 0.72
"16981" 6980 0.99
"16982" 6981 0.552
"16983" 6982 0.852
"16984" 6983 0.896
"16985" 6984 0.696
"16986" 6985 0.962
"16987" 6986 0.966
"16988" 6987 0.474
"16989" 6988 0.958
"16990" 6989 0.993
"16991" 6990 0.958
"16992" 6991 0.989
"16993" 6992 0.997
"16994" 6993 0.925
"16995" 6994 0.987
"16996" 6995 0.854
"16997" 6996 0.956
"16998" 6997 0.565
"16999" 6998 0.994
"17000" 6999 0.989
"17001" 7000 0.648
"17002" 7001 0.997
"17003" 7002 0.962
"17004" 7003 1
"17005" 7004 0.98
"17006" 7005 0.754
"17007" 7006 0.856
"17008" 7007 0.856
"17009" 7008 0.997
"17010" 7009 0.936
"17011" 7010 0.751
"17012" 7011 0.969
"17013" 7012 0.921
"17014" 7013 0.847
"17015" 7014 0.79
"17016" 7015 0.972
"17017" 7016 0.996
"17018" 7017 0.994
"17019" 7018 0.991
"17020" 7019 1
"17021" 7020 0.954
"17022" 7021 1
"17023" 7022 0.975
"17024" 7023 0.987
"17025" 7024 0.631
"17026" 7025 0.971
"17027" 7026 0.979
"17028" 7027 0.967
"17029" 7028 0.552
"17030" 7029 1
"17031" 7030 0.98
"17032" 7031 0.996
"17033" 7032 0.972
"17034" 7033 0.721
"17035" 7034 0.858
"17036" 7035 0.934
"17037" 7036 0.875
"17038" 7037 0.972
"17039" 7038 0.908
"17040" 7039 0.968
"17041" 7040 0.947
"17042" 7041 0.538
"17043" 7042 0.939
"17044" 7043 0.992
"17045" 7044 0.903
"17046" 7045 0.538
"17047" 7046 0.994
"17048" 7047 0.971
"17049" 7048 0.777
"17050" 7049 0.994
"17051" 7050 1
"17052" 7051 0.978
"17053" 7052 0.991
"17054" 7053 0.874
"17055" 7054 0.912
"17056" 7055 0.923
"17057" 7056 0.936
"17058" 7057 0.985
"17059" 7058 0.895
"17060" 7059 0.986
"17061" 7060 0.594
"17062" 7061 0.95
"17063" 7062 0.504
"17064" 7063 0.996
"17065" 7064 0.986
"17066" 7065 0.364
"17067" 7066 0.994
"17068" 7067 1
"17069" 7068 0.985
"17070" 7069 0.992
"17071" 7070 0.963
"17072" 7071 0.976
"17073" 7072 0.857
"17074" 7073 0.984
"17075" 7074 0.994
"17076" 7075 1
"17077" 7076 0.908
"17078" 7077 0.706
"17079" 7078 0.966
"17080" 7079 1
"17081" 7080 1
"17082" 7081 0.996
"17083" 7082 0.997
"17084" 7083 0.983
"17085" 7084 0.988
"17086" 7085 0.94
"17087" 7086 0.961
"17088" 7087 0.989
"17089" 7088 0.998
"17090" 7089 0.998
"17091" 7090 0.999
"17092" 7091 0.857
"17093" 7092 0.98
"17094" 7093 0.974
"17095" 7094 0.999
"17096" 7095 0.991
"17097" 7096 1
"17098" 7097 0.875
"17099" 7098 0.994
"17100" 7099 0.963
"17101" 7100 0.994
"17102" 7101 0.799
"17103" 7102 0.982
"17104" 7103 0.939
"17105" 7104 0.931
"17106" 7105 0.999
"17107" 7106 0.861
"17108" 7107 0.893
"17109" 7108 0.996
"17110" 7109 0.856
"17111" 7110 0.999
"17112" 7111 0.981
"17113" 7112 0.998
"17114" 7113 0.819
"17115" 7114 0.865
"17116" 7115 0.937
"17117" 7116 0.953
"17118" 7117 0.927
"17119" 7118 0.797
"17120" 7119 0.992
"17121" 7120 0.915
"17122" 7121 0.715
"17123" 7122 0.982
"17124" 7123 0.902
"17125" 7124 0.989
"17126" 7125 0.974
"17127" 7126 0.961
"17128" 7127 0.963
"17129" 7128 0.906
"17130" 7129 0.985
"17131" 7130 0.934
"17132" 7131 0.884
"17133" 7132 0.997
"17134" 7133 0.993
"17135" 7134 0.993
"17136" 7135 0.728
"17137" 7136 0.999
"17138" 7137 0.941
"17139" 7138 0.991
"17140" 7139 0.925
"17141" 7140 0.96
"17142" 7141 1
"17143" 7142 0.989
"17144" 7143 0.988
"17145" 7144 0.855
"17146" 7145 0.998
"17147" 7146 0.998
"17148" 7147 0.924
"17149" 7148 0.943
"17150" 7149 0.987
"17151" 7150 0.998
"17152" 7151 0.82
"17153" 7152 1
"17154" 7153 0.987
"17155" 7154 0.718
"17156" 7155 0.645
"17157" 7156 1
"17158" 7157 0.943
"17159" 7158 0.918
"17160" 7159 0.702
"17161" 7160 0.996
"17162" 7161 1
"17163" 7162 0.995
"17164" 7163 0.962
"17165" 7164 0.852
"17166" 7165 0.996
"17167" 7166 0.617
"17168" 7167 0.97
"17169" 7168 0.941
"17170" 7169 0.905
"17171" 7170 0.752
"17172" 7171 0.847
"17173" 7172 0.974
"17174" 7173 0.978
"17175" 7174 0.995
"17176" 7175 0.932
"17177" 7176 0.985
"17178" 7177 0.998
"17179" 7178 0.919
"17180" 7179 0.998
"17181" 7180 0.946
"17182" 7181 1
"17183" 7182 0.981
"17184" 7183 0.972
"17185" 7184 0.893
"17186" 7185 0.902
"17187" 7186 0.556
"17188" 7187 0.962
"17189" 7188 0.94
"17190" 7189 1
"17191" 7190 0.821
"17192" 7191 0.976
"17193" 7192 0.973
"17194" 7193 0.845
"17195" 7194 0.961
"17196" 7195 0.994
"17197" 7196 0.959
"17198" 7197 0.918
"17199" 7198 0.918
"17200" 7199 0.998
"17201" 7200 0.994
"17202" 7201 0.695
"17203" 7202 1
"17204" 7203 0.953
"17205" 7204 0.976
"17206" 7205 0.687
"17207" 7206 0.983
"17208" 7207 0.977
"17209" 7208 0.632
"17210" 7209 0.988
"17211" 7210 0.896
"17212" 7211 0.948
"17213" 7212 0.905
"17214" 7213 0.653
"17215" 7214 0.994
"17216" 7215 0.988
"17217" 7216 0.918
"17218" 7217 0.958
"17219" 7218 0.976
"17220" 7219 0.833
"17221" 7220 0.995
"17222" 7221 0.966
"17223" 7222 0.982
"17224" 7223 0.999
"17225" 7224 0.67
"17226" 7225 0.969
"17227" 7226 0.998
"17228" 7227 0.858
"17229" 7228 0.635
"17230" 7229 0.858
"17231" 7230 0.973
"17232" 7231 0.988
"17233" 7232 0.947
"17234" 7233 0.941
"17235" 7234 0.986
"17236" 7235 0.927
"17237" 7236 0.858
"17238" 7237 0.451
"17239" 7238 0.967
"17240" 7239 0.999
"17241" 7240 0.991
"17242" 7241 0.928
"17243" 7242 0.968
"17244" 7243 1
"17245" 7244 0.946
"17246" 7245 0.969
"17247" 7246 0.991
"17248" 7247 0.926
"17249" 7248 1
"17250" 7249 0.647
"17251" 7250 0.997
"17252" 7251 0.998
"17253" 7252 0.782
"17254" 7253 0.957
"17255" 7254 0.988
"17256" 7255 0.965
"17257" 7256 0.966
"17258" 7257 0.882
"17259" 7258 1
"17260" 7259 0.968
"17261" 7260 0.972
"17262" 7261 0.99
"17263" 7262 0.942
"17264" 7263 0.852
"17265" 7264 0.997
"17266" 7265 0.978
"17267" 7266 0.862
"17268" 7267 0.637
"17269" 7268 0.995
"17270" 7269 0.996
"17271" 7270 0.956
"17272" 7271 0.99
"17273" 7272 0.995
"17274" 7273 1
"17275" 7274 0.905
"17276" 7275 0.733
"17277" 7276 0.993
"17278" 7277 0.987
"17279" 7278 0.999
"17280" 7279 0.998
"17281" 7280 1
"17282" 7281 0.934
"17283" 7282 0.93
"17284" 7283 0.978
"17285" 7284 0.999
"17286" 7285 0.978
"17287" 7286 0.961
"17288" 7287 0.994
"17289" 7288 0.758
"17290" 7289 0.998
"17291" 7290 0.996
"17292" 7291 0.999
"17293" 7292 0.996
"17294" 7293 0.995
"17295" 7294 0.919
"17296" 7295 1
"17297" 7296 0.977
"17298" 7297 0.924
"17299" 7298 0.998
"17300" 7299 1
"17301" 7300 0.951
"17302" 7301 0.989
"17303" 7302 0.995
"17304" 7303 0.996
"17305" 7304 1
"17306" 7305 1
"17307" 7306 0.978
"17308" 7307 0.998
"17309" 7308 0.976
"17310" 7309 0.995
"17311" 7310 0.958
"17312" 7311 1
"17313" 7312 0.933
"17314" 7313 0.997
"17315" 7314 0.896
"17316" 7315 0.995
"17317" 7316 0.849
"17318" 7317 0.855
"17319" 7318 0.989
"17320" 7319 0.814
"17321" 7320 0.893
"17322" 7321 0.974
"17323" 7322 0.996
"17324" 7323 0.987
"17325" 7324 0.511
"17326" 7325 0.983
"17327" 7326 0.993
"17328" 7327 0.988
"17329" 7328 0.789
"17330" 7329 0.994
"17331" 7330 0.996
"17332" 7331 0.999
"17333" 7332 0.936
"17334" 7333 1
"17335" 7334 0.928
"17336" 7335 0.713
"17337" 7336 0.998
"17338" 7337 0.954
"17339" 7338 0.887
"17340" 7339 0.989
"17341" 7340 0.949
"17342" 7341 0.962
"17343" 7342 0.999
"17344" 7343 0.96
"17345" 7344 0.98
"17346" 7345 0.993
"17347" 7346 0.999
"17348" 7347 1
"17349" 7348 0.792
"17350" 7349 0.995
"17351" 7350 0.991
"17352" 7351 1
"17353" 7352 0.939
"17354" 7353 0.963
"17355" 7354 0.92
"17356" 7355 0.965
"17357" 7356 0.996
"17358" 7357 0.997
"17359" 7358 0.921
"17360" 7359 0.983
"17361" 7360 0.897
"17362" 7361 0.862
"17363" 7362 0.962
"17364" 7363 0.961
"17365" 7364 0.858
"17366" 7365 0.954
"17367" 7366 0.998
"17368" 7367 0.97
"17369" 7368 0.937
"17370" 7369 1
"17371" 7370 0.915
"17372" 7371 1
"17373" 7372 0.985
"17374" 7373 0.982
"17375" 7374 0.928
"17376" 7375 0.991
"17377" 7376 0.998
"17378" 7377 1
"17379" 7378 0.985
"17380" 7379 0.99
"17381" 7380 0.999
"17382" 7381 1
"17383" 7382 1
"17384" 7383 0.999
"17385" 7384 0.928
"17386" 7385 0.784
"17387" 7386 0.99
"17388" 7387 0.985
"17389" 7388 0.956
"17390" 7389 1
"17391" 7390 0.972
"17392" 7391 0.931
"17393" 7392 0.84
"17394" 7393 0.876
"17395" 7394 0.982
"17396" 7395 0.86
"17397" 7396 0.971
"17398" 7397 0.992
"17399" 7398 0.997
"17400" 7399 1
"17401" 7400 0.926
"17402" 7401 0.995
"17403" 7402 0.985
"17404" 7403 0.987
"17405" 7404 0.964
"17406" 7405 0.995
"17407" 7406 0.553
"17408" 7407 0.942
"17409" 7408 0.998
"17410" 7409 0.977
"17411" 7410 0.871
"17412" 7411 1
"17413" 7412 0.981
"17414" 7413 1
"17415" 7414 0.955
"17416" 7415 0.931
"17417" 7416 0.911
"17418" 7417 0.99
"17419" 7418 0.98
"17420" 7419 0.641
"17421" 7420 0.925
"17422" 7421 0.865
"17423" 7422 0.705
"17424" 7423 0.978
"17425" 7424 0.963
"17426" 7425 0.997
"17427" 7426 0.419
"17428" 7427 0.988
"17429" 7428 0.964
"17430" 7429 0.756
"17431" 7430 1
"17432" 7431 0.918
"17433" 7432 0.953
"17434" 7433 0.945
"17435" 7434 0.945
"17436" 7435 0.979
"17437" 7436 0.965
"17438" 7437 0.987
"17439" 7438 0.87
"17440" 7439 0.976
"17441" 7440 0.982
"17442" 7441 0.997
"17443" 7442 0.929
"17444" 7443 0.765
"17445" 7444 0.966
"17446" 7445 0.926
"17447" 7446 0.983
"17448" 7447 0.986
"17449" 7448 0.991
"17450" 7449 0.994
"17451" 7450 0.771
"17452" 7451 0.964
"17453" 7452 0.896
"17454" 7453 0.954
"17455" 7454 1
"17456" 7455 0.915
"17457" 7456 0.997
"17458" 7457 0.868
"17459" 7458 0.998
"17460" 7459 0.918
"17461" 7460 0.726
"17462" 7461 0.997
"17463" 7462 0.432
"17464" 7463 0.993
"17465" 7464 1
"17466" 7465 0.992
"17467" 7466 0.966
"17468" 7467 0.958
"17469" 7468 0.796
"17470" 7469 0.953
"17471" 7470 0.982
"17472" 7471 0.964
"17473" 7472 0.903
"17474" 7473 0.991
"17475" 7474 0.999
"17476" 7475 0.976
"17477" 7476 0.892
"17478" 7477 0.806
"17479" 7478 0.975
"17480" 7479 0.999
"17481" 7480 0.936
"17482" 7481 0.996
"17483" 7482 0.95
"17484" 7483 0.998
"17485" 7484 0.998
"17486" 7485 0.999
"17487" 7486 1
"17488" 7487 0.982
"17489" 7488 0.904
"17490" 7489 0.618
"17491" 7490 0.984
"17492" 7491 0.989
"17493" 7492 0.992
"17494" 7493 0.992
"17495" 7494 0.999
"17496" 7495 0.998
"17497" 7496 0.978
"17498" 7497 0.992
"17499" 7498 0.953
"17500" 7499 0.875
"17501" 7500 0.864
"17502" 7501 1
"17503" 7502 0.72
"17504" 7503 0.988
"17505" 7504 0.736
"17506" 7505 0.999
"17507" 7506 1
"17508" 7507 0.943
"17509" 7508 1
"17510" 7509 0.963
"17511" 7510 0.966
"17512" 7511 0.967
"17513" 7512 0.998
"17514" 7513 0.922
"17515" 7514 0.998
"17516" 7515 0.365
"17517" 7516 1
"17518" 7517 0.851
"17519" 7518 0.9
"17520" 7519 0.99
"17521" 7520 0.996
"17522" 7521 0.996
"17523" 7522 1
"17524" 7523 0.988
"17525" 7524 0.959
"17526" 7525 0.744
"17527" 7526 0.997
"17528" 7527 0.985
"17529" 7528 0.988
"17530" 7529 0.68
"17531" 7530 1
"17532" 7531 0.999
"17533" 7532 0.979
"17534" 7533 0.85
"17535" 7534 1
"17536" 7535 0.959
"17537" 7536 0.98
"17538" 7537 0.998
"17539" 7538 0.468
"17540" 7539 0.933
"17541" 7540 0.975
"17542" 7541 0.985
"17543" 7542 0.882
"17544" 7543 1
"17545" 7544 0.991
"17546" 7545 1
"17547" 7546 0.803
"17548" 7547 0.998
"17549" 7548 0.982
"17550" 7549 0.989
"17551" 7550 0.942
"17552" 7551 0.668
"17553" 7552 0.984
"17554" 7553 0.993
"17555" 7554 0.819
"17556" 7555 0.871
"17557" 7556 0.992
"17558" 7557 0.845
"17559" 7558 1
"17560" 7559 0.999
"17561" 7560 0.891
"17562" 7561 0.945
"17563" 7562 0.924
"17564" 7563 0.976
"17565" 7564 0.996
"17566" 7565 1
"17567" 7566 0.976
"17568" 7567 0.987
"17569" 7568 0.803
"17570" 7569 0.99
"17571" 7570 0.992
"17572" 7571 0.943
"17573" 7572 0.984
"17574" 7573 0.841
"17575" 7574 0.922
"17576" 7575 0.969
"17577" 7576 0.948
"17578" 7577 0.998
"17579" 7578 0.999
"17580" 7579 0.996
"17581" 7580 0.913
"17582" 7581 0.973
"17583" 7582 0.907
"17584" 7583 0.756
"17585" 7584 0.66
"17586" 7585 0.971
"17587" 7586 0.868
"17588" 7587 1
"17589" 7588 0.994
"17590" 7589 0.967
"17591" 7590 0.988
"17592" 7591 0.905
"17593" 7592 1
"17594" 7593 0.963
"17595" 7594 0.999
"17596" 7595 0.922
"17597" 7596 0.987
"17598" 7597 0.95
"17599" 7598 0.997
"17600" 7599 0.94
"17601" 7600 1
"17602" 7601 0.655
"17603" 7602 0.853
"17604" 7603 0.964
"17605" 7604 0.877
"17606" 7605 0.924
"17607" 7606 0.932
"17608" 7607 0.982
"17609" 7608 0.978
"17610" 7609 0.996
"17611" 7610 0.971
"17612" 7611 0.748
"17613" 7612 0.905
"17614" 7613 0.994
"17615" 7614 0.971
"17616" 7615 0.847
"17617" 7616 1
"17618" 7617 0.997
"17619" 7618 0.549
"17620" 7619 0.999
"17621" 7620 0.969
"17622" 7621 0.998
"17623" 7622 0.909
"17624" 7623 0.727
"17625" 7624 0.99
"17626" 7625 0.959
"17627" 7626 0.961
"17628" 7627 0.983
"17629" 7628 0.905
"17630" 7629 0.999
"17631" 7630 0.998
"17632" 7631 0.927
"17633" 7632 0.985
"17634" 7633 0.996
"17635" 7634 0.701
"17636" 7635 0.927
"17637" 7636 0.996
"17638" 7637 0.99
"17639" 7638 0.924
"17640" 7639 0.506
"17641" 7640 0.986
"17642" 7641 0.784
"17643" 7642 0.978
"17644" 7643 0.98
"17645" 7644 0.399
"17646" 7645 0.934
"17647" 7646 0.545
"17648" 7647 0.992
"17649" 7648 0.845
"17650" 7649 0.997
"17651" 7650 0.982
"17652" 7651 0.979
"17653" 7652 0.986
"17654" 7653 0.814
"17655" 7654 0.962
"17656" 7655 0.992
"17657" 7656 0.962
"17658" 7657 0.996
"17659" 7658 0.993
"17660" 7659 0.985
"17661" 7660 0.764
"17662" 7661 0.907
"17663" 7662 0.798
"17664" 7663 0.913
"17665" 7664 0.877
"17666" 7665 1
"17667" 7666 0.815
"17668" 7667 1
"17669" 7668 0.983
"17670" 7669 0.909
"17671" 7670 0.97
"17672" 7671 0.883
"17673" 7672 1
"17674" 7673 0.987
"17675" 7674 0.784
"17676" 7675 1
"17677" 7676 1
"17678" 7677 0.991
"17679" 7678 0.998
"17680" 7679 0.99
"17681" 7680 0.999
"17682" 7681 0.991
"17683" 7682 0.972
"17684" 7683 0.999
"17685" 7684 0.741
"17686" 7685 0.953
"17687" 7686 1
"17688" 7687 0.995
"17689" 7688 0.986
"17690" 7689 0.911
"17691" 7690 0.977
"17692" 7691 0.981
"17693" 7692 0.982
"17694" 7693 1
"17695" 7694 0.822
"17696" 7695 1
"17697" 7696 0.945
"17698" 7697 0.984
"17699" 7698 0.984
"17700" 7699 0.859
"17701" 7700 0.977
"17702" 7701 0.993
"17703" 7702 0.998
"17704" 7703 0.999
"17705" 7704 0.967
"17706" 7705 0.991
"17707" 7706 0.885
"17708" 7707 0.997
"17709" 7708 0.992
"17710" 7709 0.989
"17711" 7710 0.829
"17712" 7711 0.838
"17713" 7712 0.813
"17714" 7713 0.999
"17715" 7714 0.997
"17716" 7715 0.994
"17717" 7716 0.657
"17718" 7717 0.999
"17719" 7718 0.998
"17720" 7719 0.9
"17721" 7720 0.957
"17722" 7721 0.546
"17723" 7722 0.997
"17724" 7723 0.922
"17725" 7724 1
"17726" 7725 0.986
"17727" 7726 0.999
"17728" 7727 1
"17729" 7728 0.987
"17730" 7729 0.991
"17731" 7730 0.748
"17732" 7731 0.998
"17733" 7732 0.993
"17734" 7733 0.913
"17735" 7734 0.998
"17736" 7735 0.985
"17737" 7736 0.982
"17738" 7737 0.952
"17739" 7738 0.991
"17740" 7739 0.949
"17741" 7740 0.996
"17742" 7741 0.96
"17743" 7742 0.99
"17744" 7743 0.762
"17745" 7744 0.976
"17746" 7745 0.976
"17747" 7746 1
"17748" 7747 0.991
"17749" 7748 0.943
"17750" 7749 0.983
"17751" 7750 0.994
"17752" 7751 1
"17753" 7752 0.968
"17754" 7753 0.999
"17755" 7754 1
"17756" 7755 1
"17757" 7756 0.939
"17758" 7757 0.98
"17759" 7758 0.95
"17760" 7759 0.601
"17761" 7760 0.898
"17762" 7761 0.876
"17763" 7762 0.885
"17764" 7763 0.973
"17765" 7764 0.943
"17766" 7765 0.992
"17767" 7766 0.971
"17768" 7767 0.944
"17769" 7768 0.885
"17770" 7769 0.992
"17771" 7770 0.993
"17772" 7771 0.995
"17773" 7772 0.958
"17774" 7773 0.993
"17775" 7774 0.705
"17776" 7775 0.543
"17777" 7776 1
"17778" 7777 0.978
"17779" 7778 0.57
"17780" 7779 0.957
"17781" 7780 0.987
"17782" 7781 0.939
"17783" 7782 0.961
"17784" 7783 0.998
"17785" 7784 0.931
"17786" 7785 1
"17787" 7786 0.872
"17788" 7787 0.982
"17789" 7788 0.98
"17790" 7789 0.945
"17791" 7790 0.989
"17792" 7791 0.942
"17793" 7792 0.888
"17794" 7793 0.99
"17795" 7794 0.948
"17796" 7795 0.978
"17797" 7796 0.929
"17798" 7797 0.994
"17799" 7798 0.352
"17800" 7799 0.925
"17801" 7800 0.995
"17802" 7801 0.974
"17803" 7802 0.879
"17804" 7803 0.846
"17805" 7804 0.996
"17806" 7805 0.972
"17807" 7806 0.86
"17808" 7807 0.994
"17809" 7808 0.998
"17810" 7809 0.858
"17811" 7810 0.995
"17812" 7811 0.998
"17813" 7812 1
"17814" 7813 0.765
"17815" 7814 0.999
"17816" 7815 0.965
"17817" 7816 0.774
"17818" 7817 1
"17819" 7818 0.977
"17820" 7819 0.84
"17821" 7820 0.977
"17822" 7821 0.991
"17823" 7822 1
"17824" 7823 0.736
"17825" 7824 0.997
"17826" 7825 1
"17827" 7826 0.943
"17828" 7827 0.967
"17829" 7828 0.931
"17830" 7829 0.953
"17831" 7830 0.96
"17832" 7831 0.998
"17833" 7832 0.876
"17834" 7833 0.643
"17835" 7834 0.997
"17836" 7835 0.974
"17837" 7836 0.987
"17838" 7837 0.996
"17839" 7838 0.99
"17840" 7839 0.959
"17841" 7840 0.869
"17842" 7841 0.948
"17843" 7842 0.98
"17844" 7843 0.755
"17845" 7844 0.974
"17846" 7845 0.443
"17847" 7846 0.97
"17848" 7847 0.999
"17849" 7848 0.975
"17850" 7849 0.913
"17851" 7850 0.892
"17852" 7851 0.969
"17853" 7852 0.998
"17854" 7853 0.987
"17855" 7854 0.986
"17856" 7855 0.996
"17857" 7856 0.996
"17858" 7857 1
"17859" 7858 0.998
"17860" 7859 1
"17861" 7860 0.99
"17862" 7861 0.987
"17863" 7862 0.982
"17864" 7863 0.985
"17865" 7864 0.904
"17866" 7865 0.993
"17867" 7866 0.883
"17868" 7867 0.991
"17869" 7868 0.889
"17870" 7869 0.868
"17871" 7870 0.881
"17872" 7871 0.863
"17873" 7872 0.993
"17874" 7873 0.905
"17875" 7874 0.888
"17876" 7875 0.991
"17877" 7876 0.847
"17878" 7877 0.921
"17879" 7878 1
"17880" 7879 0.987
"17881" 7880 0.987
"17882" 7881 0.957
"17883" 7882 0.912
"17884" 7883 0.876
"17885" 7884 0.956
"17886" 7885 0.996
"17887" 7886 0.609
"17888" 7887 0.697
"17889" 7888 0.913
"17890" 7889 0.998
"17891" 7890 0.998
"17892" 7891 0.974
"17893" 7892 0.986
"17894" 7893 0.843
"17895" 7894 0.982
"17896" 7895 0.801
