"mp"	"count"	"chromosome"	"dinucleotide"	"id"
76.3	1008	"chr15"	"CpG"	"hg38"
76.3	1326	"chr16"	"CpG"	"hg38"
76.3	1218	"chr17"	"CpG"	"hg38"
76.3	1054	"chr18"	"CpG"	"hg38"
76.3	1066	"chr19"	"CpG"	"hg38"
76.3	2768	"chr2"	"CpG"	"hg38"
76.3	828	"chr20"	"CpG"	"hg38"
76.3	568	"chr21"	"CpG"	"hg38"
76.3	638	"chr22"	"CpG"	"hg38"
76.3	2108	"chr3"	"CpG"	"hg38"
76.3	2030	"chr4"	"CpG"	"hg38"
76.3	1976	"chr5"	"CpG"	"hg38"
76.3	1782	"chr6"	"CpG"	"hg38"
76.3	1930	"chr7"	"CpG"	"hg38"
76.3	1678	"chr8"	"CpG"	"hg38"
76.3	1540	"chr9"	"CpG"	"hg38"
76.3	1444	"chrX"	"CpG"	"hg38"
76.3	198	"chrY"	"CpG"	"hg38"
76.4	2898	"chr1"	"CpG"	"hg38"
76.4	1800	"chr10"	"CpG"	"hg38"
76.4	1686	"chr11"	"CpG"	"hg38"
76.4	1536	"chr12"	"CpG"	"hg38"
76.4	1084	"chr13"	"CpG"	"hg38"
76.4	1014	"chr14"	"CpG"	"hg38"
76.4	1052	"chr15"	"CpG"	"hg38"
76.4	1358	"chr16"	"CpG"	"hg38"
76.4	1184	"chr17"	"CpG"	"hg38"
76.4	1092	"chr18"	"CpG"	"hg38"
76.4	984	"chr19"	"CpG"	"hg38"
76.4	2824	"chr2"	"CpG"	"hg38"
76.4	944	"chr20"	"CpG"	"hg38"
76.4	556	"chr21"	"CpG"	"hg38"
76.4	660	"chr22"	"CpG"	"hg38"
76.4	2126	"chr3"	"CpG"	"hg38"
76.4	1994	"chr4"	"CpG"	"hg38"
76.4	1906	"chr5"	"CpG"	"hg38"
76.4	1808	"chr6"	"CpG"	"hg38"
76.4	2104	"chr7"	"CpG"	"hg38"
76.4	1730	"chr8"	"CpG"	"hg38"
76.4	1544	"chr9"	"CpG"	"hg38"
76.4	1442	"chrX"	"CpG"	"hg38"
76.4	220	"chrY"	"CpG"	"hg38"
76.5	2864	"chr1"	"CpG"	"hg38"
76.5	1806	"chr10"	"CpG"	"hg38"
76.5	1662	"chr11"	"CpG"	"hg38"
76.5	1562	"chr12"	"CpG"	"hg38"
76.5	1236	"chr13"	"CpG"	"hg38"
76.5	1024	"chr14"	"CpG"	"hg38"
76.5	1078	"chr15"	"CpG"	"hg38"
76.5	1344	"chr16"	"CpG"	"hg38"
76.5	1262	"chr17"	"CpG"	"hg38"
76.5	1022	"chr18"	"CpG"	"hg38"
76.5	972	"chr19"	"CpG"	"hg38"
76.5	2764	"chr2"	"CpG"	"hg38"
76.5	904	"chr20"	"CpG"	"hg38"
76.5	570	"chr21"	"CpG"	"hg38"
76.5	656	"chr22"	"CpG"	"hg38"
76.5	2110	"chr3"	"CpG"	"hg38"
76.5	1898	"chr4"	"CpG"	"hg38"
76.5	1988	"chr5"	"CpG"	"hg38"
76.5	1828	"chr6"	"CpG"	"hg38"
76.5	2014	"chr7"	"CpG"	"hg38"
76.5	1802	"chr8"	"CpG"	"hg38"
76.5	1622	"chr9"	"CpG"	"hg38"
76.5	1498	"chrX"	"CpG"	"hg38"
76.5	252	"chrY"	"CpG"	"hg38"
76.6	3026	"chr1"	"CpG"	"hg38"
76.6	1840	"chr10"	"CpG"	"hg38"
76.6	1600	"chr11"	"CpG"	"hg38"
76.6	1484	"chr12"	"CpG"	"hg38"
76.6	1242	"chr13"	"CpG"	"hg38"
76.6	948	"chr14"	"CpG"	"hg38"
76.6	1048	"chr15"	"CpG"	"hg38"
76.6	1424	"chr16"	"CpG"	"hg38"
76.6	1268	"chr17"	"CpG"	"hg38"
76.6	1042	"chr18"	"CpG"	"hg38"
76.6	934	"chr19"	"CpG"	"hg38"
76.6	2806	"chr2"	"CpG"	"hg38"
76.6	962	"chr20"	"CpG"	"hg38"
76.6	578	"chr21"	"CpG"	"hg38"
76.6	722	"chr22"	"CpG"	"hg38"
76.6	2106	"chr3"	"CpG"	"hg38"
76.6	1950	"chr4"	"CpG"	"hg38"
76.6	1934	"chr5"	"CpG"	"hg38"
76.6	1852	"chr6"	"CpG"	"hg38"
76.6	2046	"chr7"	"CpG"	"hg38"
76.6	1758	"chr8"	"CpG"	"hg38"
76.6	1536	"chr9"	"CpG"	"hg38"
76.6	1496	"chrX"	"CpG"	"hg38"
76.6	238	"chrY"	"CpG"	"hg38"
76.7	2856	"chr1"	"CpG"	"hg38"
76.7	1758	"chr10"	"CpG"	"hg38"
76.7	1712	"chr11"	"CpG"	"hg38"
76.7	1562	"chr12"	"CpG"	"hg38"
76.7	1180	"chr13"	"CpG"	"hg38"
76.7	1038	"chr14"	"CpG"	"hg38"
76.7	990	"chr15"	"CpG"	"hg38"
76.7	1390	"chr16"	"CpG"	"hg38"
76.7	1190	"chr17"	"CpG"	"hg38"
76.7	1164	"chr18"	"CpG"	"hg38"
76.7	1034	"chr19"	"CpG"	"hg38"
76.7	2900	"chr2"	"CpG"	"hg38"
76.7	958	"chr20"	"CpG"	"hg38"
76.7	566	"chr21"	"CpG"	"hg38"
76.7	724	"chr22"	"CpG"	"hg38"
76.7	2124	"chr3"	"CpG"	"hg38"
76.7	1974	"chr4"	"CpG"	"hg38"
76.7	1910	"chr5"	"CpG"	"hg38"
76.7	1858	"chr6"	"CpG"	"hg38"
76.7	2072	"chr7"	"CpG"	"hg38"
76.7	1794	"chr8"	"CpG"	"hg38"
76.7	1548	"chr9"	"CpG"	"hg38"
76.7	1510	"chrX"	"CpG"	"hg38"
76.7	206	"chrY"	"CpG"	"hg38"
76.8	3040	"chr1"	"CpG"	"hg38"
76.8	1860	"chr10"	"CpG"	"hg38"
76.8	1708	"chr11"	"CpG"	"hg38"
76.8	1600	"chr12"	"CpG"	"hg38"
76.8	1144	"chr13"	"CpG"	"hg38"
76.8	1036	"chr14"	"CpG"	"hg38"
76.8	1082	"chr15"	"CpG"	"hg38"
76.8	1390	"chr16"	"CpG"	"hg38"
76.8	1268	"chr17"	"CpG"	"hg38"
76.8	1140	"chr18"	"CpG"	"hg38"
76.8	1008	"chr19"	"CpG"	"hg38"
76.8	2782	"chr2"	"CpG"	"hg38"
76.8	938	"chr20"	"CpG"	"hg38"
76.8	512	"chr21"	"CpG"	"hg38"
76.8	646	"chr22"	"CpG"	"hg38"
76.8	2108	"chr3"	"CpG"	"hg38"
76.8	1990	"chr4"	"CpG"	"hg38"
76.8	1924	"chr5"	"CpG"	"hg38"
76.8	1836	"chr6"	"CpG"	"hg38"
76.8	2064	"chr7"	"CpG"	"hg38"
76.8	1816	"chr8"	"CpG"	"hg38"
76.8	1590	"chr9"	"CpG"	"hg38"
76.8	1546	"chrX"	"CpG"	"hg38"
76.8	248	"chrY"	"CpG"	"hg38"
76.9	2980	"chr1"	"CpG"	"hg38"
76.9	1882	"chr10"	"CpG"	"hg38"
76.9	1792	"chr11"	"CpG"	"hg38"
76.9	1740	"chr12"	"CpG"	"hg38"
76.9	1156	"chr13"	"CpG"	"hg38"
76.9	1004	"chr14"	"CpG"	"hg38"
76.9	1084	"chr15"	"CpG"	"hg38"
76.9	1338	"chr16"	"CpG"	"hg38"
76.9	1228	"chr17"	"CpG"	"hg38"
76.9	1082	"chr18"	"CpG"	"hg38"
76.9	980	"chr19"	"CpG"	"hg38"
76.9	2828	"chr2"	"CpG"	"hg38"
76.9	928	"chr20"	"CpG"	"hg38"
76.9	548	"chr21"	"CpG"	"hg38"
76.9	676	"chr22"	"CpG"	"hg38"
76.9	2198	"chr3"	"CpG"	"hg38"
76.9	2144	"chr4"	"CpG"	"hg38"
76.9	1918	"chr5"	"CpG"	"hg38"
76.9	1944	"chr6"	"CpG"	"hg38"
76.9	2004	"chr7"	"CpG"	"hg38"
76.9	1766	"chr8"	"CpG"	"hg38"
76.9	1556	"chr9"	"CpG"	"hg38"
76.9	1392	"chrX"	"CpG"	"hg38"
76.9	208	"chrY"	"CpG"	"hg38"
77	2992	"chr1"	"CpG"	"hg38"
77	1922	"chr10"	"CpG"	"hg38"
77	1756	"chr11"	"CpG"	"hg38"
77	1588	"chr12"	"CpG"	"hg38"
77	1172	"chr13"	"CpG"	"hg38"
77	1012	"chr14"	"CpG"	"hg38"
77	1044	"chr15"	"CpG"	"hg38"
77	1326	"chr16"	"CpG"	"hg38"
77	1174	"chr17"	"CpG"	"hg38"
77	1172	"chr18"	"CpG"	"hg38"
77	1072	"chr19"	"CpG"	"hg38"
77	2800	"chr2"	"CpG"	"hg38"
77	916	"chr20"	"CpG"	"hg38"
77	528	"chr21"	"CpG"	"hg38"
77	738	"chr22"	"CpG"	"hg38"
77	2240	"chr3"	"CpG"	"hg38"
77	2124	"chr4"	"CpG"	"hg38"
77	1984	"chr5"	"CpG"	"hg38"
77	1878	"chr6"	"CpG"	"hg38"
77	2094	"chr7"	"CpG"	"hg38"
77	1758	"chr8"	"CpG"	"hg38"
77	1592	"chr9"	"CpG"	"hg38"
77	1422	"chrX"	"CpG"	"hg38"
77	222	"chrY"	"CpG"	"hg38"
77.1	3032	"chr1"	"CpG"	"hg38"
77.1	1732	"chr10"	"CpG"	"hg38"
77.1	1724	"chr11"	"CpG"	"hg38"
77.1	1596	"chr12"	"CpG"	"hg38"
77.1	1130	"chr13"	"CpG"	"hg38"
77.1	1008	"chr14"	"CpG"	"hg38"
77.1	1160	"chr15"	"CpG"	"hg38"
77.1	1410	"chr16"	"CpG"	"hg38"
77.1	1320	"chr17"	"CpG"	"hg38"
77.1	994	"chr18"	"CpG"	"hg38"
77.1	1126	"chr19"	"CpG"	"hg38"
77.1	2826	"chr2"	"CpG"	"hg38"
77.1	988	"chr20"	"CpG"	"hg38"
77.1	500	"chr21"	"CpG"	"hg38"
77.1	684	"chr22"	"CpG"	"hg38"
77.1	2138	"chr3"	"CpG"	"hg38"
77.1	2038	"chr4"	"CpG"	"hg38"
77.1	1864	"chr5"	"CpG"	"hg38"
77.1	1848	"chr6"	"CpG"	"hg38"
77.1	1994	"chr7"	"CpG"	"hg38"
77.1	1720	"chr8"	"CpG"	"hg38"
77.1	1554	"chr9"	"CpG"	"hg38"
77.1	1476	"chrX"	"CpG"	"hg38"
77.1	194	"chrY"	"CpG"	"hg38"
77.2	2916	"chr1"	"CpG"	"hg38"
77.2	1722	"chr10"	"CpG"	"hg38"
77.2	1626	"chr11"	"CpG"	"hg38"
77.2	1628	"chr12"	"CpG"	"hg38"
77.2	1168	"chr13"	"CpG"	"hg38"
77.2	1090	"chr14"	"CpG"	"hg38"
77.2	1090	"chr15"	"CpG"	"hg38"
77.2	1418	"chr16"	"CpG"	"hg38"
77.2	1202	"chr17"	"CpG"	"hg38"
77.2	1154	"chr18"	"CpG"	"hg38"
77.2	1058	"chr19"	"CpG"	"hg38"
77.2	2744	"chr2"	"CpG"	"hg38"
77.2	878	"chr20"	"CpG"	"hg38"
77.2	576	"chr21"	"CpG"	"hg38"
77.2	736	"chr22"	"CpG"	"hg38"
77.2	2102	"chr3"	"CpG"	"hg38"
77.2	1984	"chr4"	"CpG"	"hg38"
77.2	1960	"chr5"	"CpG"	"hg38"
77.2	1946	"chr6"	"CpG"	"hg38"
77.2	2108	"chr7"	"CpG"	"hg38"
77.2	1782	"chr8"	"CpG"	"hg38"
77.2	1646	"chr9"	"CpG"	"hg38"
77.2	1452	"chrX"	"CpG"	"hg38"
77.2	248	"chrY"	"CpG"	"hg38"
77.3	2932	"chr1"	"CpG"	"hg38"
77.3	1898	"chr10"	"CpG"	"hg38"
77.3	1686	"chr11"	"CpG"	"hg38"
77.3	1568	"chr12"	"CpG"	"hg38"
77.3	1212	"chr13"	"CpG"	"hg38"
77.3	1042	"chr14"	"CpG"	"hg38"
77.3	1060	"chr15"	"CpG"	"hg38"
77.3	1412	"chr16"	"CpG"	"hg38"
77.3	1208	"chr17"	"CpG"	"hg38"
77.3	1040	"chr18"	"CpG"	"hg38"
77.3	964	"chr19"	"CpG"	"hg38"
77.3	2898	"chr2"	"CpG"	"hg38"
77.3	922	"chr20"	"CpG"	"hg38"
77.3	548	"chr21"	"CpG"	"hg38"
77.3	704	"chr22"	"CpG"	"hg38"
77.3	2156	"chr3"	"CpG"	"hg38"
77.3	2058	"chr4"	"CpG"	"hg38"
77.3	1998	"chr5"	"CpG"	"hg38"
77.3	1932	"chr6"	"CpG"	"hg38"
77.3	2098	"chr7"	"CpG"	"hg38"
77.3	1762	"chr8"	"CpG"	"hg38"
77.3	1566	"chr9"	"CpG"	"hg38"
77.3	1418	"chrX"	"CpG"	"hg38"
77.3	202	"chrY"	"CpG"	"hg38"
77.4	3092	"chr1"	"CpG"	"hg38"
77.4	1822	"chr10"	"CpG"	"hg38"
77.4	1822	"chr11"	"CpG"	"hg38"
77.4	1622	"chr12"	"CpG"	"hg38"
77.4	1182	"chr13"	"CpG"	"hg38"
77.4	1060	"chr14"	"CpG"	"hg38"
77.4	1142	"chr15"	"CpG"	"hg38"
77.4	1430	"chr16"	"CpG"	"hg38"
77.4	1272	"chr17"	"CpG"	"hg38"
77.4	1126	"chr18"	"CpG"	"hg38"
77.4	1018	"chr19"	"CpG"	"hg38"
77.4	2890	"chr2"	"CpG"	"hg38"
77.4	1028	"chr20"	"CpG"	"hg38"
77.4	556	"chr21"	"CpG"	"hg38"
77.4	740	"chr22"	"CpG"	"hg38"
77.4	2236	"chr3"	"CpG"	"hg38"
77.4	1966	"chr4"	"CpG"	"hg38"
77.4	1988	"chr5"	"CpG"	"hg38"
77.4	1832	"chr6"	"CpG"	"hg38"
77.4	2158	"chr7"	"CpG"	"hg38"
77.4	1964	"chr8"	"CpG"	"hg38"
77.4	1550	"chr9"	"CpG"	"hg38"
77.4	1564	"chrX"	"CpG"	"hg38"
77.4	232	"chrY"	"CpG"	"hg38"
77.5	2948	"chr1"	"CpG"	"hg38"
77.5	1884	"chr10"	"CpG"	"hg38"
77.5	1750	"chr11"	"CpG"	"hg38"
77.5	1748	"chr12"	"CpG"	"hg38"
77.5	1218	"chr13"	"CpG"	"hg38"
77.5	1016	"chr14"	"CpG"	"hg38"
77.5	1122	"chr15"	"CpG"	"hg38"
77.5	1518	"chr16"	"CpG"	"hg38"
77.5	1320	"chr17"	"CpG"	"hg38"
77.5	1140	"chr18"	"CpG"	"hg38"
77.5	1022	"chr19"	"CpG"	"hg38"
77.5	2784	"chr2"	"CpG"	"hg38"
77.5	1042	"chr20"	"CpG"	"hg38"
77.5	544	"chr21"	"CpG"	"hg38"
77.5	730	"chr22"	"CpG"	"hg38"
77.5	2118	"chr3"	"CpG"	"hg38"
77.5	2056	"chr4"	"CpG"	"hg38"
77.5	2010	"chr5"	"CpG"	"hg38"
77.5	2038	"chr6"	"CpG"	"hg38"
77.5	2060	"chr7"	"CpG"	"hg38"
77.5	1752	"chr8"	"CpG"	"hg38"
77.5	1604	"chr9"	"CpG"	"hg38"
77.5	1528	"chrX"	"CpG"	"hg38"
77.5	258	"chrY"	"CpG"	"hg38"
77.6	3090	"chr1"	"CpG"	"hg38"
77.6	1872	"chr10"	"CpG"	"hg38"
77.6	1718	"chr11"	"CpG"	"hg38"
77.6	1652	"chr12"	"CpG"	"hg38"
77.6	1148	"chr13"	"CpG"	"hg38"
77.6	1106	"chr14"	"CpG"	"hg38"
77.6	1130	"chr15"	"CpG"	"hg38"
77.6	1458	"chr16"	"CpG"	"hg38"
77.6	1286	"chr17"	"CpG"	"hg38"
77.6	1136	"chr18"	"CpG"	"hg38"
77.6	1086	"chr19"	"CpG"	"hg38"
77.6	2938	"chr2"	"CpG"	"hg38"
77.6	1008	"chr20"	"CpG"	"hg38"
77.6	560	"chr21"	"CpG"	"hg38"
77.6	744	"chr22"	"CpG"	"hg38"
77.6	2146	"chr3"	"CpG"	"hg38"
77.6	2056	"chr4"	"CpG"	"hg38"
77.6	1990	"chr5"	"CpG"	"hg38"
77.6	1884	"chr6"	"CpG"	"hg38"
77.6	2110	"chr7"	"CpG"	"hg38"
77.6	1888	"chr8"	"CpG"	"hg38"
77.6	1606	"chr9"	"CpG"	"hg38"
77.6	1554	"chrX"	"CpG"	"hg38"
77.6	226	"chrY"	"CpG"	"hg38"
77.7	3042	"chr1"	"CpG"	"hg38"
77.7	1846	"chr10"	"CpG"	"hg38"
77.7	1898	"chr11"	"CpG"	"hg38"
77.7	1590	"chr12"	"CpG"	"hg38"
77.7	1166	"chr13"	"CpG"	"hg38"
77.7	1006	"chr14"	"CpG"	"hg38"
77.7	1158	"chr15"	"CpG"	"hg38"
77.7	1462	"chr16"	"CpG"	"hg38"
77.7	1242	"chr17"	"CpG"	"hg38"
77.7	1112	"chr18"	"CpG"	"hg38"
77.7	984	"chr19"	"CpG"	"hg38"
77.7	2810	"chr2"	"CpG"	"hg38"
77.7	1044	"chr20"	"CpG"	"hg38"
77.7	498	"chr21"	"CpG"	"hg38"
77.7	738	"chr22"	"CpG"	"hg38"
77.7	2182	"chr3"	"CpG"	"hg38"
77.7	2238	"chr4"	"CpG"	"hg38"
77.7	1944	"chr5"	"CpG"	"hg38"
77.7	1956	"chr6"	"CpG"	"hg38"
77.7	2184	"chr7"	"CpG"	"hg38"
77.7	1838	"chr8"	"CpG"	"hg38"
77.7	1576	"chr9"	"CpG"	"hg38"
77.7	1560	"chrX"	"CpG"	"hg38"
77.7	240	"chrY"	"CpG"	"hg38"
77.8	2980	"chr1"	"CpG"	"hg38"
77.8	1914	"chr10"	"CpG"	"hg38"
77.8	1742	"chr11"	"CpG"	"hg38"
77.8	1724	"chr12"	"CpG"	"hg38"
77.8	1218	"chr13"	"CpG"	"hg38"
77.8	1064	"chr14"	"CpG"	"hg38"
77.8	1086	"chr15"	"CpG"	"hg38"
77.8	1378	"chr16"	"CpG"	"hg38"
77.8	1328	"chr17"	"CpG"	"hg38"
77.8	1070	"chr18"	"CpG"	"hg38"
77.8	1118	"chr19"	"CpG"	"hg38"
77.8	2910	"chr2"	"CpG"	"hg38"
77.8	986	"chr20"	"CpG"	"hg38"
77.8	540	"chr21"	"CpG"	"hg38"
77.8	642	"chr22"	"CpG"	"hg38"
77.8	2230	"chr3"	"CpG"	"hg38"
77.8	2132	"chr4"	"CpG"	"hg38"
77.8	1984	"chr5"	"CpG"	"hg38"
77.8	1976	"chr6"	"CpG"	"hg38"
77.8	2146	"chr7"	"CpG"	"hg38"
77.8	1902	"chr8"	"CpG"	"hg38"
77.8	1546	"chr9"	"CpG"	"hg38"
77.8	1552	"chrX"	"CpG"	"hg38"
77.8	218	"chrY"	"CpG"	"hg38"
77.9	3080	"chr1"	"CpG"	"hg38"
77.9	1902	"chr10"	"CpG"	"hg38"
77.9	1654	"chr11"	"CpG"	"hg38"
77.9	1650	"chr12"	"CpG"	"hg38"
77.9	1108	"chr13"	"CpG"	"hg38"
77.9	1062	"chr14"	"CpG"	"hg38"
77.9	1110	"chr15"	"CpG"	"hg38"
77.9	1530	"chr16"	"CpG"	"hg38"
77.9	1340	"chr17"	"CpG"	"hg38"
77.9	990	"chr18"	"CpG"	"hg38"
77.9	1052	"chr19"	"CpG"	"hg38"
77.9	2886	"chr2"	"CpG"	"hg38"
77.9	918	"chr20"	"CpG"	"hg38"
77.9	570	"chr21"	"CpG"	"hg38"
77.9	776	"chr22"	"CpG"	"hg38"
77.9	2244	"chr3"	"CpG"	"hg38"
77.9	2192	"chr4"	"CpG"	"hg38"
77.9	2004	"chr5"	"CpG"	"hg38"
77.9	1858	"chr6"	"CpG"	"hg38"
77.9	2210	"chr7"	"CpG"	"hg38"
77.9	1826	"chr8"	"CpG"	"hg38"
77.9	1610	"chr9"	"CpG"	"hg38"
77.9	1568	"chrX"	"CpG"	"hg38"
77.9	212	"chrY"	"CpG"	"hg38"
78	3112	"chr1"	"CpG"	"hg38"
78	1848	"chr10"	"CpG"	"hg38"
78	1746	"chr11"	"CpG"	"hg38"
78	1554	"chr12"	"CpG"	"hg38"
78	1186	"chr13"	"CpG"	"hg38"
78	996	"chr14"	"CpG"	"hg38"
78	1152	"chr15"	"CpG"	"hg38"
78	1518	"chr16"	"CpG"	"hg38"
78	1334	"chr17"	"CpG"	"hg38"
78	1104	"chr18"	"CpG"	"hg38"
78	1050	"chr19"	"CpG"	"hg38"
78	2898	"chr2"	"CpG"	"hg38"
78	978	"chr20"	"CpG"	"hg38"
78	532	"chr21"	"CpG"	"hg38"
78	764	"chr22"	"CpG"	"hg38"
78	2298	"chr3"	"CpG"	"hg38"
78	2086	"chr4"	"CpG"	"hg38"
78	2062	"chr5"	"CpG"	"hg38"
78	1970	"chr6"	"CpG"	"hg38"
78	2150	"chr7"	"CpG"	"hg38"
78	1782	"chr8"	"CpG"	"hg38"
78	1622	"chr9"	"CpG"	"hg38"
78	1490	"chrX"	"CpG"	"hg38"
78	224	"chrY"	"CpG"	"hg38"
78.1	3034	"chr1"	"CpG"	"hg38"
78.1	1990	"chr10"	"CpG"	"hg38"
78.1	1724	"chr11"	"CpG"	"hg38"
78.1	1724	"chr12"	"CpG"	"hg38"
78.1	1184	"chr13"	"CpG"	"hg38"
78.1	1066	"chr14"	"CpG"	"hg38"
78.1	1212	"chr15"	"CpG"	"hg38"
78.1	1492	"chr16"	"CpG"	"hg38"
78.1	1300	"chr17"	"CpG"	"hg38"
78.1	1156	"chr18"	"CpG"	"hg38"
78.1	1102	"chr19"	"CpG"	"hg38"
78.1	2972	"chr2"	"CpG"	"hg38"
78.1	994	"chr20"	"CpG"	"hg38"
78.1	536	"chr21"	"CpG"	"hg38"
78.1	728	"chr22"	"CpG"	"hg38"
78.1	2228	"chr3"	"CpG"	"hg38"
78.1	2138	"chr4"	"CpG"	"hg38"
78.1	2130	"chr5"	"CpG"	"hg38"
78.1	1962	"chr6"	"CpG"	"hg38"
78.1	2072	"chr7"	"CpG"	"hg38"
78.1	1922	"chr8"	"CpG"	"hg38"
78.1	1616	"chr9"	"CpG"	"hg38"
78.1	1604	"chrX"	"CpG"	"hg38"
78.1	248	"chrY"	"CpG"	"hg38"
78.2	3024	"chr1"	"CpG"	"hg38"
78.2	1914	"chr10"	"CpG"	"hg38"
78.2	1792	"chr11"	"CpG"	"hg38"
78.2	1632	"chr12"	"CpG"	"hg38"
78.2	1186	"chr13"	"CpG"	"hg38"
78.2	1084	"chr14"	"CpG"	"hg38"
78.2	1086	"chr15"	"CpG"	"hg38"
78.2	1512	"chr16"	"CpG"	"hg38"
78.2	1332	"chr17"	"CpG"	"hg38"
78.2	1162	"chr18"	"CpG"	"hg38"
78.2	1062	"chr19"	"CpG"	"hg38"
78.2	3054	"chr2"	"CpG"	"hg38"
78.2	978	"chr20"	"CpG"	"hg38"
78.2	582	"chr21"	"CpG"	"hg38"
78.2	730	"chr22"	"CpG"	"hg38"
78.2	2252	"chr3"	"CpG"	"hg38"
78.2	2208	"chr4"	"CpG"	"hg38"
78.2	2044	"chr5"	"CpG"	"hg38"
78.2	1966	"chr6"	"CpG"	"hg38"
78.2	2164	"chr7"	"CpG"	"hg38"
78.2	1872	"chr8"	"CpG"	"hg38"
78.2	1632	"chr9"	"CpG"	"hg38"
78.2	1632	"chrX"	"CpG"	"hg38"
78.2	220	"chrY"	"CpG"	"hg38"
78.3	3196	"chr1"	"CpG"	"hg38"
78.3	1938	"chr10"	"CpG"	"hg38"
78.3	1736	"chr11"	"CpG"	"hg38"
78.3	1670	"chr12"	"CpG"	"hg38"
78.3	1252	"chr13"	"CpG"	"hg38"
78.3	1128	"chr14"	"CpG"	"hg38"
78.3	1134	"chr15"	"CpG"	"hg38"
78.3	1574	"chr16"	"CpG"	"hg38"
78.3	1290	"chr17"	"CpG"	"hg38"
78.3	1120	"chr18"	"CpG"	"hg38"
78.3	1052	"chr19"	"CpG"	"hg38"
78.3	2998	"chr2"	"CpG"	"hg38"
78.3	998	"chr20"	"CpG"	"hg38"
78.3	560	"chr21"	"CpG"	"hg38"
78.3	762	"chr22"	"CpG"	"hg38"
78.3	2326	"chr3"	"CpG"	"hg38"
78.3	2148	"chr4"	"CpG"	"hg38"
78.3	2108	"chr5"	"CpG"	"hg38"
78.3	2016	"chr6"	"CpG"	"hg38"
78.3	2140	"chr7"	"CpG"	"hg38"
78.3	1914	"chr8"	"CpG"	"hg38"
78.3	1530	"chr9"	"CpG"	"hg38"
78.3	1574	"chrX"	"CpG"	"hg38"
78.3	228	"chrY"	"CpG"	"hg38"
78.4	3064	"chr1"	"CpG"	"hg38"
78.4	2052	"chr10"	"CpG"	"hg38"
78.4	1850	"chr11"	"CpG"	"hg38"
78.4	1756	"chr12"	"CpG"	"hg38"
78.4	1206	"chr13"	"CpG"	"hg38"
78.4	1092	"chr14"	"CpG"	"hg38"
78.4	1096	"chr15"	"CpG"	"hg38"
78.4	1482	"chr16"	"CpG"	"hg38"
78.4	1410	"chr17"	"CpG"	"hg38"
78.4	1126	"chr18"	"CpG"	"hg38"
78.4	1046	"chr19"	"CpG"	"hg38"
78.4	2962	"chr2"	"CpG"	"hg38"
78.4	1050	"chr20"	"CpG"	"hg38"
78.4	574	"chr21"	"CpG"	"hg38"
78.4	758	"chr22"	"CpG"	"hg38"
78.4	2350	"chr3"	"CpG"	"hg38"
78.4	2092	"chr4"	"CpG"	"hg38"
78.4	2060	"chr5"	"CpG"	"hg38"
78.4	1982	"chr6"	"CpG"	"hg38"
78.4	2254	"chr7"	"CpG"	"hg38"
78.4	1952	"chr8"	"CpG"	"hg38"
78.4	1670	"chr9"	"CpG"	"hg38"
78.4	1660	"chrX"	"CpG"	"hg38"
78.4	248	"chrY"	"CpG"	"hg38"
78.5	3150	"chr1"	"CpG"	"hg38"
78.5	1904	"chr10"	"CpG"	"hg38"
78.5	1748	"chr11"	"CpG"	"hg38"
78.5	1662	"chr12"	"CpG"	"hg38"
78.5	1152	"chr13"	"CpG"	"hg38"
78.5	1156	"chr14"	"CpG"	"hg38"
78.5	1164	"chr15"	"CpG"	"hg38"
78.5	1548	"chr16"	"CpG"	"hg38"
78.5	1344	"chr17"	"CpG"	"hg38"
78.5	1106	"chr18"	"CpG"	"hg38"
78.5	1050	"chr19"	"CpG"	"hg38"
78.5	2942	"chr2"	"CpG"	"hg38"
78.5	1026	"chr20"	"CpG"	"hg38"
78.5	516	"chr21"	"CpG"	"hg38"
78.5	814	"chr22"	"CpG"	"hg38"
78.5	2316	"chr3"	"CpG"	"hg38"
78.5	2208	"chr4"	"CpG"	"hg38"
78.5	1994	"chr5"	"CpG"	"hg38"
78.5	2034	"chr6"	"CpG"	"hg38"
78.5	2140	"chr7"	"CpG"	"hg38"
78.5	1842	"chr8"	"CpG"	"hg38"
78.5	1608	"chr9"	"CpG"	"hg38"
78.5	1522	"chrX"	"CpG"	"hg38"
78.5	224	"chrY"	"CpG"	"hg38"
78.6	3104	"chr1"	"CpG"	"hg38"
78.6	2050	"chr10"	"CpG"	"hg38"
78.6	1724	"chr11"	"CpG"	"hg38"
78.6	1720	"chr12"	"CpG"	"hg38"
78.6	1226	"chr13"	"CpG"	"hg38"
78.6	1120	"chr14"	"CpG"	"hg38"
78.6	1244	"chr15"	"CpG"	"hg38"
78.6	1386	"chr16"	"CpG"	"hg38"
78.6	1338	"chr17"	"CpG"	"hg38"
78.6	1158	"chr18"	"CpG"	"hg38"
78.6	1120	"chr19"	"CpG"	"hg38"
78.6	3086	"chr2"	"CpG"	"hg38"
78.6	1096	"chr20"	"CpG"	"hg38"
78.6	552	"chr21"	"CpG"	"hg38"
78.6	708	"chr22"	"CpG"	"hg38"
78.6	2276	"chr3"	"CpG"	"hg38"
78.6	2138	"chr4"	"CpG"	"hg38"
78.6	2044	"chr5"	"CpG"	"hg38"
78.6	1968	"chr6"	"CpG"	"hg38"
78.6	2272	"chr7"	"CpG"	"hg38"
