"mp" "length" "chromosome" "type" "genome_id" "prop"
"18879" 79.9 806 "chr22" "GC" "hs1" 2.60986157157903e-07
"18880" 79.9 2556 "chr3" "GC" "hs1" 8.27643446272456e-07
"18881" 79.9 2266 "chr4" "GC" "hs1" 7.33740238362044e-07
"18882" 79.9 2126 "chr5" "GC" "hs1" 6.8840765523288e-07
"18883" 79.9 2108 "chr6" "GC" "hs1" 6.8257918025913e-07
"18884" 79.9 2362 "chr7" "GC" "hs1" 7.64825438222043e-07
"18885" 79.9 2002 "chr8" "GC" "hs1" 6.48255938747049e-07
"18886" 79.9 1772 "chr9" "GC" "hs1" 5.73780980749136e-07
"18887" 79.9 1790 "chrX" "GC" "hs1" 5.79609455722886e-07
"18888" 79.9 286 "chrY" "GC" "hs1" 9.26079912495784e-08
"18889" 80 3456 "chr1" "GC" "hs1" 1.11906719495994e-06
"18890" 80 2114 "chr10" "GC" "hs1" 6.8452200525038e-07
"18891" 80 1842 "chr11" "GC" "hs1" 5.96447272313718e-07
"18892" 80 1874 "chr12" "GC" "hs1" 6.06809005600384e-07
"18893" 80 1382 "chr13" "GC" "hs1" 4.47497356317893e-07
"18894" 80 1120 "chr14" "GC" "hs1" 3.62660665033314e-07
"18895" 80 1274 "chr15" "GC" "hs1" 4.12526506475395e-07
"18896" 80 1522 "chr16" "GC" "hs1" 4.92829939447057e-07
"18897" 80 1486 "chr17" "GC" "hs1" 4.81172989499558e-07
"18898" 80 1254 "chr18" "GC" "hs1" 4.06050423171228e-07
"18899" 80 1218 "chr19" "GC" "hs1" 3.94393473223729e-07
"18900" 80 3164 "chr2" "GC" "hs1" 1.02451637871911e-06
"18901" 80 1154 "chr20" "GC" "hs1" 3.73670006650397e-07
"18902" 80 604 "chr21" "GC" "hs1" 1.95577715785823e-07
"18903" 80 874 "chr22" "GC" "hs1" 2.83004840392068e-07
"18904" 80 2434 "chr3" "GC" "hs1" 7.88139338117041e-07
"18905" 80 2334 "chr4" "GC" "hs1" 7.5575892159621e-07
"18906" 80 2236 "chr5" "GC" "hs1" 7.24026113405795e-07
"18907" 80 2224 "chr6" "GC" "hs1" 7.20140463423295e-07
"18908" 80 2434 "chr7" "GC" "hs1" 7.88139338117041e-07
"18909" 80 1998 "chr8" "GC" "hs1" 6.46960722086216e-07
"18910" 80 1820 "chr9" "GC" "hs1" 5.89323580679135e-07
"18911" 80 1806 "chrX" "GC" "hs1" 5.84790322366219e-07
"18912" 80 230 "chrY" "GC" "hs1" 7.44749579979127e-08
"18913" 80 0.125 NA "GC" "Hypothetical" 0.00125
"18914" 80.1 3416 "chr1" "GC" "hs1" 1.10611502835161e-06
"18915" 80.1 2012 "chr10" "GC" "hs1" 6.51493980399132e-07
"18916" 80.1 1980 "chr11" "GC" "hs1" 6.41132247112466e-07
"18917" 80.1 1888 "chr12" "GC" "hs1" 6.11342263913301e-07
"18918" 80.1 1384 "chr13" "GC" "hs1" 4.48144964648309e-07
"18919" 80.1 1182 "chr14" "GC" "hs1" 3.8273652327623e-07
"18920" 80.1 1266 "chr15" "GC" "hs1" 4.09936073153728e-07
"18921" 80.1 1696 "chr16" "GC" "hs1" 5.49171864193304e-07
"18922" 80.1 1442 "chr17" "GC" "hs1" 4.66925606230392e-07
"18923" 80.1 1216 "chr18" "GC" "hs1" 3.93745864893312e-07
"18924" 80.1 1280 "chr19" "GC" "hs1" 4.14469331466645e-07
"18925" 80.1 3170 "chr2" "GC" "hs1" 1.02645920371036e-06
"18926" 80.1 1204 "chr20" "GC" "hs1" 3.89860214910813e-07
"18927" 80.1 612 "chr21" "GC" "hs1" 1.98168149107489e-07
"18928" 80.1 798 "chr22" "GC" "hs1" 2.58395723836236e-07
"18929" 80.1 2406 "chr3" "GC" "hs1" 7.79072821491209e-07
"18930" 80.1 2392 "chr4" "GC" "hs1" 7.74539563178292e-07
"18931" 80.1 2266 "chr5" "GC" "hs1" 7.33740238362044e-07
"18932" 80.1 2158 "chr6" "GC" "hs1" 6.98769388519546e-07
"18933" 80.1 2258 "chr7" "GC" "hs1" 7.31149805040378e-07
"18934" 80.1 2086 "chr8" "GC" "hs1" 6.75455488624547e-07
"18935" 80.1 1758 "chr9" "GC" "hs1" 5.6924772243622e-07
"18936" 80.1 1756 "chrX" "GC" "hs1" 5.68600114105803e-07
"18937" 80.1 232 "chrY" "GC" "hs1" 7.51225663283293e-08
"18938" 80.2 3500 "chr1" "GC" "hs1" 1.13331457822911e-06
"18939" 80.2 2162 "chr10" "GC" "hs1" 7.00064605180379e-07
"18940" 80.2 2036 "chr11" "GC" "hs1" 6.59265280364132e-07
"18941" 80.2 1848 "chr12" "GC" "hs1" 5.98390097304968e-07
"18942" 80.2 1348 "chr13" "GC" "hs1" 4.3648801470081e-07
"18943" 80.2 1234 "chr14" "GC" "hs1" 3.99574339867062e-07
"18944" 80.2 1238 "chr15" "GC" "hs1" 4.00869556527895e-07
"18945" 80.2 1618 "chr16" "GC" "hs1" 5.23915139307056e-07
"18946" 80.2 1468 "chr17" "GC" "hs1" 4.75344514525808e-07
"18947" 80.2 1198 "chr18" "GC" "hs1" 3.87917389919563e-07
"18948" 80.2 1210 "chr19" "GC" "hs1" 3.91803039902063e-07
"18949" 80.2 3328 "chr2" "GC" "hs1" 1.07762026181328e-06
"18950" 80.2 1078 "chr20" "GC" "hs1" 3.49060890094565e-07
"18951" 80.2 624 "chr21" "GC" "hs1" 2.02053799089989e-07
"18952" 80.2 806 "chr22" "GC" "hs1" 2.60986157157903e-07
"18953" 80.2 2506 "chr3" "GC" "hs1" 8.1145323801204e-07
"18954" 80.2 2340 "chr4" "GC" "hs1" 7.5770174658746e-07
"18955" 80.2 2314 "chr5" "GC" "hs1" 7.49282838292043e-07
"18956" 80.2 2076 "chr6" "GC" "hs1" 6.72217446972464e-07
"18957" 80.2 2366 "chr7" "GC" "hs1" 7.66120654882876e-07
"18958" 80.2 2026 "chr8" "GC" "hs1" 6.56027238712048e-07
"18959" 80.2 1844 "chr9" "GC" "hs1" 5.97094880644135e-07
"18960" 80.2 1676 "chrX" "GC" "hs1" 5.42695780889138e-07
"18961" 80.2 276 "chrY" "GC" "hs1" 8.93699495974953e-08
"18962" 80.3 3314 "chr1" "GC" "hs1" 1.07308700350036e-06
"18963" 80.3 2184 "chr10" "GC" "hs1" 7.07188296814962e-07
"18964" 80.3 2020 "chr11" "GC" "hs1" 6.54084413720799e-07
"18965" 80.3 1914 "chr12" "GC" "hs1" 6.19761172208717e-07
"18966" 80.3 1336 "chr13" "GC" "hs1" 4.3260236471831e-07
"18967" 80.3 1186 "chr14" "GC" "hs1" 3.84031739937063e-07
"18968" 80.3 1262 "chr15" "GC" "hs1" 4.08640856492895e-07
"18969" 80.3 1660 "chr16" "GC" "hs1" 5.37514914245805e-07
"18970" 80.3 1522 "chr17" "GC" "hs1" 4.92829939447057e-07
"18971" 80.3 1182 "chr18" "GC" "hs1" 3.8273652327623e-07
"18972" 80.3 1194 "chr19" "GC" "hs1" 3.86622173258729e-07
"18973" 80.3 3336 "chr2" "GC" "hs1" 1.08021069513494e-06
"18974" 80.3 1168 "chr20" "GC" "hs1" 3.78203264963313e-07
"18975" 80.3 654 "chr21" "GC" "hs1" 2.11767924046239e-07
"18976" 80.3 824 "chr22" "GC" "hs1" 2.66814632131652e-07
"18977" 80.3 2548 "chr3" "GC" "hs1" 8.25053012950789e-07
"18978" 80.3 2338 "chr4" "GC" "hs1" 7.57054138257043e-07
"18979" 80.3 2356 "chr5" "GC" "hs1" 7.62882613230793e-07
"18980" 80.3 2108 "chr6" "GC" "hs1" 6.8257918025913e-07
"18981" 80.3 2390 "chr7" "GC" "hs1" 7.73891954847875e-07
"18982" 80.3 2044 "chr8" "GC" "hs1" 6.61855713685798e-07
"18983" 80.3 1744 "chr9" "GC" "hs1" 5.64714464123303e-07
"18984" 80.3 1790 "chrX" "GC" "hs1" 5.79609455722886e-07
"18985" 80.3 224 "chrY" "GC" "hs1" 7.25321330066628e-08
"18986" 80.4 3362 "chr1" "GC" "hs1" 1.08862960343036e-06
"18987" 80.4 2166 "chr10" "GC" "hs1" 7.01359821841213e-07
"18988" 80.4 2016 "chr11" "GC" "hs1" 6.52789197059965e-07
"18989" 80.4 1930 "chr12" "GC" "hs1" 6.2494203885205e-07
"18990" 80.4 1380 "chr13" "GC" "hs1" 4.46849747987476e-07
"18991" 80.4 1196 "chr14" "GC" "hs1" 3.87269781589146e-07
"18992" 80.4 1246 "chr15" "GC" "hs1" 4.03459989849562e-07
"18993" 80.4 1638 "chr16" "GC" "hs1" 5.30391222611222e-07
"18994" 80.4 1414 "chr17" "GC" "hs1" 4.57859089604559e-07
"18995" 80.4 1236 "chr18" "GC" "hs1" 4.00221948197479e-07
"18996" 80.4 1110 "chr19" "GC" "hs1" 3.59422623381231e-07
"18997" 80.4 3260 "chr2" "GC" "hs1" 1.05560157857911e-06
"18998" 80.4 1202 "chr20" "GC" "hs1" 3.89212606580396e-07
"18999" 80.4 622 "chr21" "GC" "hs1" 2.01406190759573e-07
"19000" 80.4 788 "chr22" "GC" "hs1" 2.55157682184153e-07
"19001" 80.4 2426 "chr3" "GC" "hs1" 7.85548904795375e-07
"19002" 80.4 2428 "chr4" "GC" "hs1" 7.86196513125792e-07
"19003" 80.4 2248 "chr5" "GC" "hs1" 7.27911763388295e-07
"19004" 80.4 2306 "chr6" "GC" "hs1" 7.46692404970377e-07
"19005" 80.4 2390 "chr7" "GC" "hs1" 7.73891954847875e-07
"19006" 80.4 2006 "chr8" "GC" "hs1" 6.49551155407882e-07
"19007" 80.4 1876 "chr9" "GC" "hs1" 6.07456613930801e-07
"19008" 80.4 1790 "chrX" "GC" "hs1" 5.79609455722886e-07
"19009" 80.4 256 "chrY" "GC" "hs1" 8.28938662933289e-08
"19010" 80.5 3554 "chr1" "GC" "hs1" 1.15080000315036e-06
"19011" 80.5 2182 "chr10" "GC" "hs1" 7.06540688484546e-07
"19012" 80.5 2008 "chr11" "GC" "hs1" 6.50198763738299e-07
"19013" 80.5 1928 "chr12" "GC" "hs1" 6.24294430521634e-07
"19014" 80.5 1278 "chr13" "GC" "hs1" 4.13821723136228e-07
"19015" 80.5 1204 "chr14" "GC" "hs1" 3.89860214910813e-07
"19016" 80.5 1384 "chr15" "GC" "hs1" 4.48144964648309e-07
"19017" 80.5 1652 "chr16" "GC" "hs1" 5.34924480924138e-07
"19018" 80.5 1486 "chr17" "GC" "hs1" 4.81172989499558e-07
"19019" 80.5 1278 "chr18" "GC" "hs1" 4.13821723136228e-07
"19020" 80.5 1244 "chr19" "GC" "hs1" 4.02812381519145e-07
"19021" 80.5 3494 "chr2" "GC" "hs1" 1.13137175323786e-06
"19022" 80.5 1242 "chr20" "GC" "hs1" 4.02164773188729e-07
"19023" 80.5 600 "chr21" "GC" "hs1" 1.9428249912499e-07
"19024" 80.5 804 "chr22" "GC" "hs1" 2.60338548827486e-07
"19025" 80.5 2450 "chr3" "GC" "hs1" 7.93320204760375e-07
"19026" 80.5 2432 "chr4" "GC" "hs1" 7.87491729786625e-07
"19027" 80.5 2432 "chr5" "GC" "hs1" 7.87491729786625e-07
"19028" 80.5 2244 "chr6" "GC" "hs1" 7.26616546727461e-07
"19029" 80.5 2462 "chr7" "GC" "hs1" 7.97205854742874e-07
"19030" 80.5 1994 "chr8" "GC" "hs1" 6.45665505425382e-07
"19031" 80.5 1814 "chr9" "GC" "hs1" 5.87380755687885e-07
"19032" 80.5 1760 "chrX" "GC" "hs1" 5.69895330766636e-07
"19033" 80.5 244 "chrY" "GC" "hs1" 7.90082163108291e-08
"19034" 80.6 3524 "chr1" "GC" "hs1" 1.14108587819411e-06
"19035" 80.6 2070 "chr10" "GC" "hs1" 6.70274621981214e-07
"19036" 80.6 1984 "chr11" "GC" "hs1" 6.42427463773299e-07
"19037" 80.6 1866 "chr12" "GC" "hs1" 6.04218572278718e-07
"19038" 80.6 1354 "chr13" "GC" "hs1" 4.3843083969206e-07
"19039" 80.6 1192 "chr14" "GC" "hs1" 3.85974564928313e-07
"19040" 80.6 1274 "chr15" "GC" "hs1" 4.12526506475395e-07
"19041" 80.6 1724 "chr16" "GC" "hs1" 5.58238380819137e-07
"19042" 80.6 1534 "chr17" "GC" "hs1" 4.96715589429557e-07
"19043" 80.6 1188 "chr18" "GC" "hs1" 3.8467934826748e-07
"19044" 80.6 1308 "chr19" "GC" "hs1" 4.23535848092477e-07
"19045" 80.6 3376 "chr2" "GC" "hs1" 1.09316286174328e-06
"19046" 80.6 1178 "chr20" "GC" "hs1" 3.81441306615396e-07
"19047" 80.6 558 "chr21" "GC" "hs1" 1.8068272418624e-07
"19048" 80.6 818 "chr22" "GC" "hs1" 2.64871807140403e-07
"19049" 80.6 2432 "chr3" "GC" "hs1" 7.87491729786625e-07
"19050" 80.6 2392 "chr4" "GC" "hs1" 7.74539563178292e-07
"19051" 80.6 2360 "chr5" "GC" "hs1" 7.64177829891626e-07
"19052" 80.6 2240 "chr6" "GC" "hs1" 7.25321330066628e-07
"19053" 80.6 2460 "chr7" "GC" "hs1" 7.96558246412458e-07
"19054" 80.6 2182 "chr8" "GC" "hs1" 7.06540688484546e-07
"19055" 80.6 1838 "chr9" "GC" "hs1" 5.95152055652885e-07
"19056" 80.6 1766 "chrX" "GC" "hs1" 5.71838155757886e-07
"19057" 80.6 228 "chrY" "GC" "hs1" 7.38273496674961e-08
"19058" 80.7 3408 "chr1" "GC" "hs1" 1.10352459502994e-06
"19059" 80.7 2216 "chr10" "GC" "hs1" 7.17550030101629e-07
"19060" 80.7 2070 "chr11" "GC" "hs1" 6.70274621981214e-07
"19061" 80.7 1866 "chr12" "GC" "hs1" 6.04218572278718e-07
"19062" 80.7 1382 "chr13" "GC" "hs1" 4.47497356317893e-07
"19063" 80.7 1356 "chr14" "GC" "hs1" 4.39078448022477e-07
"19064" 80.7 1278 "chr15" "GC" "hs1" 4.13821723136228e-07
"19065" 80.7 1760 "chr16" "GC" "hs1" 5.69895330766636e-07
"19066" 80.7 1390 "chr17" "GC" "hs1" 4.50087789639559e-07
"19067" 80.7 1236 "chr18" "GC" "hs1" 4.00221948197479e-07
"19068" 80.7 1196 "chr19" "GC" "hs1" 3.87269781589146e-07
"19069" 80.7 3320 "chr2" "GC" "hs1" 1.07502982849161e-06
"19070" 80.7 1112 "chr20" "GC" "hs1" 3.60070231711648e-07
"19071" 80.7 594 "chr21" "GC" "hs1" 1.9233967413374e-07
"19072" 80.7 782 "chr22" "GC" "hs1" 2.53214857192903e-07
"19073" 80.7 2546 "chr3" "GC" "hs1" 8.24405404620373e-07
"19074" 80.7 2406 "chr4" "GC" "hs1" 7.79072821491209e-07
"19075" 80.7 2326 "chr5" "GC" "hs1" 7.53168488274543e-07
"19076" 80.7 2278 "chr6" "GC" "hs1" 7.37625888344544e-07
"19077" 80.7 2482 "chr7" "GC" "hs1" 8.03681938047041e-07
"19078" 80.7 2168 "chr8" "GC" "hs1" 7.02007430171629e-07
"19079" 80.7 1890 "chr9" "GC" "hs1" 6.11989872243717e-07
"19080" 80.7 1760 "chrX" "GC" "hs1" 5.69895330766636e-07
"19081" 80.7 274 "chrY" "GC" "hs1" 8.87223412670786e-08
"19082" 80.8 3350 "chr1" "GC" "hs1" 1.08474395344786e-06
"19083" 80.8 2176 "chr10" "GC" "hs1" 7.04597863493296e-07
"19084" 80.8 2062 "chr11" "GC" "hs1" 6.67684188659548e-07
"19085" 80.8 1904 "chr12" "GC" "hs1" 6.16523130556634e-07
"19086" 80.8 1380 "chr13" "GC" "hs1" 4.46849747987476e-07
"19087" 80.8 1244 "chr14" "GC" "hs1" 4.02812381519145e-07
"19088" 80.8 1262 "chr15" "GC" "hs1" 4.08640856492895e-07
"19089" 80.8 1738 "chr16" "GC" "hs1" 5.62771639132053e-07
"19090" 80.8 1590 "chr17" "GC" "hs1" 5.14848622681223e-07
"19091" 80.8 1248 "chr18" "GC" "hs1" 4.04107598179979e-07
"19092" 80.8 1274 "chr19" "GC" "hs1" 4.12526506475395e-07
"19093" 80.8 3380 "chr2" "GC" "hs1" 1.09445807840411e-06
"19094" 80.8 1098 "chr20" "GC" "hs1" 3.55536973398731e-07
"19095" 80.8 580 "chr21" "GC" "hs1" 1.87806415820823e-07
"19096" 80.8 866 "chr22" "GC" "hs1" 2.80414407070402e-07
"19097" 80.8 2690 "chr3" "GC" "hs1" 8.7103320441037e-07
"19098" 80.8 2648 "chr4" "GC" "hs1" 8.57433429471621e-07
"19099" 80.8 2256 "chr5" "GC" "hs1" 7.30502196709961e-07
"19100" 80.8 2314 "chr6" "GC" "hs1" 7.49282838292043e-07
"19101" 80.8 2476 "chr7" "GC" "hs1" 8.01739113055791e-07
"19102" 80.8 2046 "chr8" "GC" "hs1" 6.62503322016215e-07
"19103" 80.8 1820 "chr9" "GC" "hs1" 5.89323580679135e-07
"19104" 80.8 1698 "chrX" "GC" "hs1" 5.49819472523721e-07
"19105" 80.8 314 "chrY" "GC" "hs1" 1.01674507875411e-07
"19106" 80.9 3488 "chr1" "GC" "hs1" 1.12942892824661e-06
"19107" 80.9 2238 "chr10" "GC" "hs1" 7.24673721736211e-07
"19108" 80.9 2024 "chr11" "GC" "hs1" 6.55379630381632e-07
"19109" 80.9 1874 "chr12" "GC" "hs1" 6.06809005600384e-07
"19110" 80.9 1414 "chr13" "GC" "hs1" 4.57859089604559e-07
"19111" 80.9 1266 "chr14" "GC" "hs1" 4.09936073153728e-07
"19112" 80.9 1290 "chr15" "GC" "hs1" 4.17707373118728e-07
"19113" 80.9 1740 "chr16" "GC" "hs1" 5.6341924746247e-07
"19114" 80.9 1436 "chr17" "GC" "hs1" 4.64982781239142e-07
"19115" 80.9 1356 "chr18" "GC" "hs1" 4.39078448022477e-07
"19116" 80.9 1192 "chr19" "GC" "hs1" 3.85974564928313e-07
"19117" 80.9 3314 "chr2" "GC" "hs1" 1.07308700350036e-06
"19118" 80.9 1136 "chr20" "GC" "hs1" 3.67841531676647e-07
"19119" 80.9 624 "chr21" "GC" "hs1" 2.02053799089989e-07
"19120" 80.9 816 "chr22" "GC" "hs1" 2.64224198809986e-07
"19121" 80.9 2568 "chr3" "GC" "hs1" 8.31529096254956e-07
"19122" 80.9 2398 "chr4" "GC" "hs1" 7.76482388169542e-07
"19123" 80.9 2406 "chr5" "GC" "hs1" 7.79072821491209e-07
"19124" 80.9 2278 "chr6" "GC" "hs1" 7.37625888344544e-07
"19125" 80.9 2420 "chr7" "GC" "hs1" 7.83606079804125e-07
"19126" 80.9 2110 "chr8" "GC" "hs1" 6.83226788589547e-07
"19127" 80.9 1920 "chr9" "GC" "hs1" 6.21703997199967e-07
"19128" 80.9 1694 "chrX" "GC" "hs1" 5.48524255862888e-07
"19129" 80.9 252 "chrY" "GC" "hs1" 8.15986496324957e-08
"19130" 81 3568 "chr1" "GC" "hs1" 1.15533326146327e-06
"19131" 81 2290 "chr10" "GC" "hs1" 7.41511538327044e-07
"19132" 81 2114 "chr11" "GC" "hs1" 6.8452200525038e-07
"19133" 81 1908 "chr12" "GC" "hs1" 6.17818347217467e-07
"19134" 81 1394 "chr13" "GC" "hs1" 4.51383006300393e-07
"19135" 81 1266 "chr14" "GC" "hs1" 4.09936073153728e-07
"19136" 81 1352 "chr15" "GC" "hs1" 4.37783231361643e-07
"19137" 81 1740 "chr16" "GC" "hs1" 5.6341924746247e-07
"19138" 81 1598 "chr17" "GC" "hs1" 5.17439056002889e-07
"19139" 81 1224 "chr18" "GC" "hs1" 3.96336298214979e-07
"19140" 81 1208 "chr19" "GC" "hs1" 3.91155431571646e-07
"19141" 81 3476 "chr2" "GC" "hs1" 1.12554327826411e-06
"19142" 81 1176 "chr20" "GC" "hs1" 3.8079369828498e-07
"19143" 81 656 "chr21" "GC" "hs1" 2.12415532376655e-07
"19144" 81 848 "chr22" "GC" "hs1" 2.74585932096652e-07
"19145" 81 2696 "chr3" "GC" "hs1" 8.7297602940162e-07
"19146" 81 2384 "chr4" "GC" "hs1" 7.71949129856626e-07
"19147" 81 2464 "chr5" "GC" "hs1" 7.97853463073291e-07
"19148" 81 2232 "chr6" "GC" "hs1" 7.22730896744962e-07
"19149" 81 2440 "chr7" "GC" "hs1" 7.90082163108291e-07
"19150" 81 2198 "chr8" "GC" "hs1" 7.11721555127879e-07
"19151" 81 1824 "chr9" "GC" "hs1" 5.90618797339969e-07
"19152" 81 1818 "chrX" "GC" "hs1" 5.88675972348719e-07
"19153" 81 292 "chrY" "GC" "hs1" 9.45508162408283e-08
"19154" 81 0.125 NA "GC" "Hypothetical" 0.00125
"19155" 81.1 3568 "chr1" "GC" "hs1" 1.15533326146327e-06
"19156" 81.1 2212 "chr10" "GC" "hs1" 7.16254813440795e-07
"19157" 81.1 1972 "chr11" "GC" "hs1" 6.38541813790799e-07
"19158" 81.1 1972 "chr12" "GC" "hs1" 6.38541813790799e-07
"19159" 81.1 1412 "chr13" "GC" "hs1" 4.57211481274142e-07
"19160" 81.1 1296 "chr14" "GC" "hs1" 4.19650198109978e-07
"19161" 81.1 1312 "chr15" "GC" "hs1" 4.24831064753311e-07
"19162" 81.1 1732 "chr16" "GC" "hs1" 5.60828814140803e-07
"19163" 81.1 1472 "chr17" "GC" "hs1" 4.76639731186641e-07
"19164" 81.1 1222 "chr18" "GC" "hs1" 3.95688689884562e-07
"19165" 81.1 1322 "chr19" "GC" "hs1" 4.28069106405394e-07
"19166" 81.1 3278 "chr2" "GC" "hs1" 1.06143005355286e-06
"19167" 81.1 1160 "chr20" "GC" "hs1" 3.75612831641647e-07
"19168" 81.1 620 "chr21" "GC" "hs1" 2.00758582429156e-07
"19169" 81.1 872 "chr22" "GC" "hs1" 2.82357232061652e-07
"19170" 81.1 2562 "chr3" "GC" "hs1" 8.29586271263706e-07
"19171" 81.1 2536 "chr4" "GC" "hs1" 8.2116736296829e-07
"19172" 81.1 2344 "chr5" "GC" "hs1" 7.58996963248293e-07
"19173" 81.1 2208 "chr6" "GC" "hs1" 7.14959596779962e-07
"19174" 81.1 2492 "chr7" "GC" "hs1" 8.06919979699124e-07
"19175" 81.1 2222 "chr8" "GC" "hs1" 7.19492855092878e-07
"19176" 81.1 1930 "chr9" "GC" "hs1" 6.2494203885205e-07
"19177" 81.1 1898 "chrX" "GC" "hs1" 6.14580305565384e-07
"19178" 81.1 242 "chrY" "GC" "hs1" 7.83606079804125e-08
"19179" 81.2 3578 "chr1" "GC" "hs1" 1.15857130311536e-06
"19180" 81.2 2286 "chr10" "GC" "hs1" 7.40216321666211e-07
"19181" 81.2 1994 "chr11" "GC" "hs1" 6.45665505425382e-07
"19182" 81.2 2040 "chr12" "GC" "hs1" 6.60560497024965e-07
"19183" 81.2 1462 "chr13" "GC" "hs1" 4.73401689534558e-07
"19184" 81.2 1226 "chr14" "GC" "hs1" 3.96983906545396e-07
"19185" 81.2 1316 "chr15" "GC" "hs1" 4.26126281414144e-07
"19186" 81.2 1828 "chr16" "GC" "hs1" 5.91914014000802e-07
"19187" 81.2 1506 "chr17" "GC" "hs1" 4.87649072803724e-07
"19188" 81.2 1234 "chr18" "GC" "hs1" 3.99574339867062e-07
"19189" 81.2 1306 "chr19" "GC" "hs1" 4.22888239762061e-07
"19190" 81.2 3582 "chr2" "GC" "hs1" 1.15986651977619e-06
"19191" 81.2 1208 "chr20" "GC" "hs1" 3.91155431571646e-07
"19192" 81.2 676 "chr21" "GC" "hs1" 2.18891615680822e-07
"19193" 81.2 840 "chr22" "GC" "hs1" 2.71995498774986e-07
"19194" 81.2 2520 "chr3" "GC" "hs1" 8.15986496324957e-07
"19195" 81.2 2504 "chr4" "GC" "hs1" 8.10805629681624e-07
"19196" 81.2 2432 "chr5" "GC" "hs1" 7.87491729786625e-07
"19197" 81.2 2396 "chr6" "GC" "hs1" 7.75834779839125e-07
"19198" 81.2 2544 "chr7" "GC" "hs1" 8.23757796289956e-07
"19199" 81.2 2250 "chr8" "GC" "hs1" 7.28559371718711e-07
"19200" 81.2 1904 "chr9" "GC" "hs1" 6.16523130556634e-07
"19201" 81.2 1802 "chrX" "GC" "hs1" 5.83495105705386e-07
"19202" 81.2 292 "chrY" "GC" "hs1" 9.45508162408283e-08
"19203" 81.3 3636 "chr1" "GC" "hs1" 1.17735194469744e-06
"19204" 81.3 2250 "chr10" "GC" "hs1" 7.28559371718711e-07
"19205" 81.3 2138 "chr11" "GC" "hs1" 6.9229330521538e-07
"19206" 81.3 1874 "chr12" "GC" "hs1" 6.06809005600384e-07
"19207" 81.3 1372 "chr13" "GC" "hs1" 4.4425931466581e-07
"19208" 81.3 1308 "chr14" "GC" "hs1" 4.23535848092477e-07
"19209" 81.3 1280 "chr15" "GC" "hs1" 4.14469331466645e-07
"19210" 81.3 1812 "chr16" "GC" "hs1" 5.86733147357469e-07
"19211" 81.3 1698 "chr17" "GC" "hs1" 5.49819472523721e-07
"19212" 81.3 1318 "chr18" "GC" "hs1" 4.26773889744561e-07
"19213" 81.3 1322 "chr19" "GC" "hs1" 4.28069106405394e-07
"19214" 81.3 3448 "chr2" "GC" "hs1" 1.11647676163827e-06
"19215" 81.3 1166 "chr20" "GC" "hs1" 3.77555656632897e-07
"19216" 81.3 598 "chr21" "GC" "hs1" 1.93634890794573e-07
"19217" 81.3 890 "chr22" "GC" "hs1" 2.88185707035401e-07
"19218" 81.3 2640 "chr3" "GC" "hs1" 8.54842996149955e-07
"19219" 81.3 2408 "chr4" "GC" "hs1" 7.79720429821625e-07
"19220" 81.3 2300 "chr5" "GC" "hs1" 7.44749579979127e-07
"19221" 81.3 2334 "chr6" "GC" "hs1" 7.5575892159621e-07
"19222" 81.3 2512 "chr7" "GC" "hs1" 8.1339606300329e-07
"19223" 81.3 2292 "chr8" "GC" "hs1" 7.42159146657461e-07
"19224" 81.3 1876 "chr9" "GC" "hs1" 6.07456613930801e-07
"19225" 81.3 1886 "chrX" "GC" "hs1" 6.10694655582884e-07
"19226" 81.3 240 "chrY" "GC" "hs1" 7.77129996499959e-08
"19227" 81.4 3530 "chr1" "GC" "hs1" 1.14302870318536e-06
"19228" 81.4 2342 "chr10" "GC" "hs1" 7.58349354917876e-07
"19229" 81.4 2082 "chr11" "GC" "hs1" 6.74160271963714e-07
"19230" 81.4 2100 "chr12" "GC" "hs1" 6.79988746937464e-07
"19231" 81.4 1418 "chr13" "GC" "hs1" 4.59154306265392e-07
"19232" 81.4 1332 "chr14" "GC" "hs1" 4.31307148057477e-07
"19233" 81.4 1340 "chr15" "GC" "hs1" 4.33897581379144e-07
"19234" 81.4 1714 "chr16" "GC" "hs1" 5.55000339167054e-07
"19235" 81.4 1610 "chr17" "GC" "hs1" 5.21324705985389e-07
"19236" 81.4 1346 "chr18" "GC" "hs1" 4.35840406370393e-07
"19237" 81.4 1238 "chr19" "GC" "hs1" 4.00869556527895e-07
"19238" 81.4 3430 "chr2" "GC" "hs1" 1.11064828666452e-06
"19239" 81.4 1154 "chr20" "GC" "hs1" 3.73670006650397e-07
"19240" 81.4 616 "chr21" "GC" "hs1" 1.99463365768323e-07
"19241" 81.4 844 "chr22" "GC" "hs1" 2.73290715435819e-07
"19242" 81.4 2706 "chr3" "GC" "hs1" 8.76214071053703e-07
"19243" 81.4 2466 "chr4" "GC" "hs1" 7.98501071403708e-07
"19244" 81.4 2414 "chr5" "GC" "hs1" 7.81663254812875e-07
"19245" 81.4 2374 "chr6" "GC" "hs1" 7.68711088204543e-07
"19246" 81.4 2684 "chr7" "GC" "hs1" 8.6909037941912e-07
"19247" 81.4 2226 "chr8" "GC" "hs1" 7.20788071753712e-07
"19248" 81.4 1802 "chr9" "GC" "hs1" 5.83495105705386e-07
"19249" 81.4 1904 "chrX" "GC" "hs1" 6.16523130556634e-07
