"Chromosome"	"Start"	"End"	"MP"
"chr4"	174117665	174117666	81
"chr1"	197204368	197204369	94.5
"chr17"	23749723	23749724	5.2
"chr15"	85512289	85512290	96.6
"chr1"	218855619	218855620	41.7
"chrX"	154514794	154514795	97.1
"chr13"	74269801	74269802	93.6
"chr11"	93661606	93661607	3.2
"chr8"	141308848	141308849	2.9
"chr8"	97829929	97829930	95.9
"chr22"	35697310	35697311	64.4
"chr1"	52304688	52304689	96.3
"chr4"	160709099	160709100	41
"chr4"	173277300	173277301	95.8
"chr1"	21629908	21629909	40.3
"chr17"	61688286	61688287	97.2
"chr5"	173816768	173816769	96.7
"chr7"	140832903	140832904	95.7
"chr13"	36332212	36332213	7.8
"chr11"	6722605	6722606	97.4
"chr14"	103214485	103214486	94
"chr20"	25052096	25052097	95.1
"chr3"	38909667	38909668	82.9
"chr11"	59860077	59860078	93.4
"chr3"	72497916	72497917	95.6
"chr15"	79091678	79091679	3.2
"chr1"	201481937	201481938	3.4
"chr18"	27511675	27511676	76.4
"chr3"	139908805	139908806	85.7
"chr6"	51019548	51019549	78.6
"chr10"	4340632	4340633	87.9
"chr5"	126445531	126445532	11.2
"chr8"	107565219	107565220	58
"chr13"	61785106	61785107	94
"chr14"	50290222	50290223	96
"chr5"	161421345	161421346	5.1
"chr17"	66196376	66196377	96.1
"chr21"	36069973	36069974	3.3
"chr2"	92355501	92355502	56.2
"chr4"	36652042	36652043	95.2
"chr22"	22195830	22195831	70.6
"chr2"	29282407	29282408	53.3
"chr2"	104617	104618	83.8
"chr11"	114932678	114932679	78.3
"chr6"	157225202	157225203	95.6
"chr5"	65267322	65267323	89.5
"chr11"	25831544	25831545	62.7
"chr9"	136887366	136887367	3.2
"chr13"	49283089	49283090	94.1
"chr13"	67088777	67088778	5.8
"chr12"	6183022	6183023	58.3
"chr17"	7042908	7042909	5.6
"chr1"	60760274	60760275	80.9
"chr1"	27322234	27322235	3.3
"chr2"	203695895	203695896	66.4
"chr13"	45496873	45496874	95
"chr4"	6280579	6280580	47.8
"chr1"	216279978	216279979	95.1
"chr5"	5140090	5140091	4.5
"chr8"	47932038	47932039	96.6
"chr4"	140177250	140177251	93.3
"chr20"	8136848	8136849	93.8
"chr13"	25299774	25299775	95.6
"chr5"	147271125	147271126	86.5
"chr17"	64561323	64561324	96.2
"chr1"	79320071	79320072	96.5
"chr1"	14867972	14867973	10.6
"chrX"	72780139	72780140	96.4
"chr19"	41457234	41457235	69.9
"chr12"	111450930	111450931	94.1
"chrX"	6434162	6434163	70.6
"chr15"	28160045	28160046	95.8
"chr3"	26745284	26745285	95.5
"chr6"	158378107	158378108	57.6
"chr11"	80349601	80349602	46.2
"chr12"	41862938	41862939	79.7
"chr1"	99867593	99867594	96.1
"chr13"	87055169	87055170	12.7
"chr1"	87325211	87325212	95.4
"chr5"	116873984	116873985	92.9
"chr1"	171396786	171396787	79.2
"chr21"	10337011	10337012	49.7
"chr12"	60880520	60880521	4.7
"chr20"	15185635	15185636	55.3
"chr1"	230436462	230436463	65
"chr2"	156704945	156704946	24.8
"chr2"	148600232	148600233	5.4
"chr6"	59469279	59469280	83.1
"chr20"	60117341	60117342	3.1
"chr17"	74384692	74384693	96.5
"chr7"	74090702	74090703	94.9
"chr4"	184629451	184629452	96.5
"chr19"	4328141	4328142	2.6
"chr13"	17008173	17008174	48.1
"chr4"	58928295	58928296	3.1
"chr1"	5098714	5098715	96.3
"chr5"	89217572	89217573	97.3
"chr9"	108692533	108692534	12
"chr7"	63105342	63105343	74.4
"chr3"	62101371	62101372	85.1
"chr12"	51750755	51750756	73.7
"chr7"	79803974	79803975	52
"chr5"	106101170	106101171	80
"chr7"	155803522	155803523	4.8
"chr14"	34373974	34373975	78.5
"chr20"	36496020	36496021	97.1
"chr12"	131162918	131162919	96.3
"chr22"	16261526	16261527	32.3
"chr5"	141407653	141407654	2.6
"chr13"	97570053	97570054	96.8
"chr6"	30041096	30041097	96.2
"chr19"	48739278	48739279	2.7
"chr9"	136727764	136727765	4
"chr12"	54213589	54213590	44.6
"chr16"	65123086	65123087	3.4
"chr6"	75386673	75386674	90.8
"chr3"	106897008	106897009	75.2
"chr6"	116628633	116628634	94.8
"chr19"	15469678	15469679	9
"chr12"	45266889	45266890	95.2
"chr9"	79666295	79666296	96
"chr3"	73015827	73015828	96.7
"chr8"	102744492	102744493	96.9
"chrX"	81590925	81590926	38.1
"chr16"	48443561	48443562	61.8
"chr20"	50648045	50648046	95.2
"chr7"	116338883	116338884	40.6
"chr6"	111997255	111997256	3.1
"chr15"	92655250	92655251	3.3
"chr18"	33487191	33487192	43.1
"chr6"	35063748	35063749	90.9
"chr7"	40788398	40788399	85.2
"chr19"	21457599	21457600	95.5
"chr2"	10080487	10080488	3.7
"chrX"	82150983	82150984	96.4
"chr11"	68423759	68423760	96.7
"chr17"	28218239	28218240	96.8
"chr15"	94852373	94852374	41
"chr5"	14957014	14957015	56.2
"chr16"	47855550	47855551	37.2
"chr13"	91024940	91024941	90.3
"chr17"	51179702	51179703	96.3
"chr11"	104782966	104782967	94.1
"chr4"	927272	927273	68.1
"chr17"	80261052	80261053	3.5
"chr3"	44675462	44675463	90
"chr20"	21522631	21522632	10.7
"chr5"	20998063	20998064	83
"chr19"	18107471	18107472	43.4
"chr1"	10088915	10088916	96.5
"chr4"	1763725	1763726	3.7
"chr3"	65169836	65169837	62.8
"chr9"	96616495	96616496	94.1
"chr15"	37760165	37760166	97.5
"chr5"	61070700	61070701	67.2
"chr18"	39568872	39568873	78.1
"chr12"	39128714	39128715	78.3
"chr17"	66983029	66983030	74.8
"chr15"	72557361	72557362	95
"chr5"	157994863	157994864	45.5
"chr17"	58209968	58209969	96.6
"chr11"	71454792	71454793	6.2
"chr22"	29825960	29825961	96.3
"chr1"	167074175	167074176	69.8
"chr3"	196671710	196671711	94.9
"chr7"	138429189	138429190	95.1
"chr2"	71502800	71502801	94.4
"chr16"	58464669	58464670	3.2
"chr12"	11869627	11869628	97
"chr16"	69915131	69915132	95.7
"chr8"	89834528	89834529	27.2
"chr20"	18005732	18005733	97
"chr2"	224474159	224474160	92.2
"chr3"	21390758	21390759	6
"chr7"	112091641	112091642	97.3
"chr2"	119372231	119372232	96.3
"chr11"	24854626	24854627	30.1
"chr6"	8116637	8116638	85
"chr19"	32269452	32269453	50.9
"chr10"	79700485	79700486	47.3
"chr1"	240494666	240494667	94.6
"chr4"	123321479	123321480	95.7
"chr3"	58653420	58653421	2.5
"chrX"	392346	392347	86.2
"chr8"	69728891	69728892	97.1
"chr4"	666604	666605	95.8
"chr2"	45973818	45973819	64.2
"chr1"	34034845	34034846	51.1
"chr3"	5217064	5217065	79.7
"chr10"	59446726	59446727	96.3
"chr19"	50236256	50236257	63.4
"chr13"	19561208	19561209	95.5
"chr14"	53112211	53112212	92.9
"chr11"	47449847	47449848	92.2
"chr7"	26339845	26339846	94.9
"chr8"	27350645	27350646	85.5
"chr18"	10698914	10698915	66.7
"chr2"	222289469	222289470	4.2
"chr11"	85823342	85823343	92.3
"chrX"	54015328	54015329	95.8
"chrX"	118466491	118466492	97.3
"chr1"	183436276	183436277	68.8
"chr1"	123970081	123970082	83.6
"chr8"	73922250	73922251	95.5
"chr22"	41833120	41833121	2.6
"chr19"	46722491	46722492	3.5
"chrX"	4665369	4665370	75.9
"chr9"	101107198	101107199	95.3
"chr17"	48581745	48581746	3.9
"chr6"	98831220	98831221	3.5
"chr12"	92407379	92407380	96.4
"chr12"	4649941	4649942	3.4
"chr1"	230709117	230709118	80.1
"chr3"	107755642	107755643	90.5
"chr15"	94232471	94232472	3.3
"chr2"	50896770	50896771	56.3
"chr7"	132615449	132615450	95.2
"chr16"	62970682	62970683	90.2
"chr6"	87267267	87267268	95.9
"chr14"	90429012	90429013	94
"chr6"	64107860	64107861	5.6
"chr10"	96834158	96834159	2.4
"chr2"	65278612	65278613	47.5
"chr11"	102078183	102078184	96.8
"chrX"	74461434	74461435	96.9
"chr18"	59345936	59345937	96.8
"chr19"	29847639	29847640	83.1
"chr1"	246945209	246945210	95.3
"chr3"	193194504	193194505	3.2
"chr18"	61858630	61858631	95.5
"chr2"	86592073	86592074	45.2
"chr4"	170677009	170677010	72.7
"chr20"	10843682	10843683	51.1
"chr13"	106208834	106208835	60.4
"chr1"	233006266	233006267	90.3
"chr12"	132762102	132762103	3.3
"chr6"	43076291	43076292	3.2
"chr1"	204119046	204119047	23.6
"chr1"	228513185	228513186	6.6
"chr8"	111137582	111137583	80.7
"chr10"	86863270	86863271	94.6
"chr16"	10932831	10932832	95.8
"chr7"	138160739	138160740	96.3
"chr11"	122141754	122141755	56.2
"chr10"	24533334	24533335	82.6
"chr1"	44801019	44801020	3
"chr17"	81300834	81300835	96.3
"chr10"	117543030	117543031	4.1
"chrY"	13435684	13435685	48.7
"chr15"	65740134	65740135	95.9
"chr11"	22270260	22270261	87.8
"chr4"	87145297	87145298	96.8
"chr1"	42419760	42419761	88.6
"chr13"	47315288	47315289	44.8
"chr5"	2297986	2297987	96.1
"chr1"	186999584	186999585	92.4
"chr7"	71222440	71222441	96.2
"chr13"	65784229	65784230	48.8
"chr1"	17638330	17638331	90
"chr17"	1421650	1421651	96
"chr9"	36962713	36962714	96.1
"chr1"	228315261	228315262	74.8
"chr12"	7456116	7456117	96.9
"chrX"	44546244	44546245	82.6
"chr5"	1633075	1633076	2.5
"chr1"	61324461	61324462	91.3
"chrX"	118557549	118557550	93.9
"chr20"	20536753	20536754	95.5
"chr9"	81250189	81250190	2.9
"chr14"	98906043	98906044	27.9
"chr3"	5723374	5723375	72.9
"chr9"	99480433	99480434	94.8
"chr16"	74858629	74858630	83.7
"chr4"	81549803	81549804	49.8
"chr4"	96668979	96668980	38.6
"chr22"	50023421	50023422	55.3
"chr1"	24385706	24385707	6.2
"chr3"	11928884	11928885	81.5
"chr8"	130197224	130197225	94.8
"chr2"	180855308	180855309	89.3
"chrX"	76583581	76583582	97.4
"chr20"	1992421	1992422	5.1
"chr4"	93263156	93263157	6.3
"chr1"	19870616	19870617	42.1
"chr20"	13539003	13539004	94
"chr1"	24767911	24767912	96.2
"chr16"	14143980	14143981	85.2
"chr5"	152395546	152395547	80.4
"chr5"	32446267	32446268	96
"chrX"	1262874	1262875	75.7
"chr9"	90449115	90449116	81.7
"chr4"	887174	887175	95.7
"chr17"	76620660	76620661	80.3
"chr20"	43607328	43607329	95.8
"chr8"	137325763	137325764	10.2
"chr4"	6813910	6813911	95.4
"chr4"	186612097	186612098	52.3
"chr2"	709043	709044	93.3
"chr10"	130938033	130938034	95
"chr20"	42783935	42783936	6.3
"chr10"	1842629	1842630	93.6
"chr12"	98646420	98646421	3.3
"chrX"	24109280	24109281	96.7
"chr17"	47725228	47725229	94
"chr4"	122652762	122652763	96.2
"chr2"	132549774	132549775	91.7
"chr2"	7431954	7431955	67.7
"chr4"	83617100	83617101	94.5
"chr10"	128543549	128543550	93.4
"chr18"	78150001	78150002	47.3
"chr17"	49556737	49556738	55.7
"chr12"	208603	208604	93.1
"chr5"	8518514	8518515	84.5
"chr16"	30096282	30096283	3.3
"chr15"	85482620	85482621	9.4
"chr15"	101029387	101029388	95.5
"chr9"	130319889	130319890	83.6
"chr10"	44192365	44192366	58.4
"chr3"	64805442	64805443	77.9
"chr9"	5238781	5238782	87.3
"chr3"	126340423	126340424	80.7
"chr3"	120743923	120743924	95.4
"chr2"	85772234	85772235	4.7
"chr12"	639108	639109	5.2
"chr6"	132051037	132051038	50.9
"chr6"	3138259	3138260	95.1
"chr4"	98191223	98191224	93.8
"chr12"	41675220	41675221	90.5
"chr1"	102808852	102808853	19.2
"chr22"	17108391	17108392	95.9
"chr8"	48986630	48986631	4.6
"chr16"	84976397	84976398	95.6
"chr19"	27462774	27462775	9.5
"chr22"	43064087	43064088	95.5
"chr5"	117749711	117749712	86.1
"chr2"	30705114	30705115	79.3
"chr12"	60238429	60238430	62.6
"chr16"	86309081	86309082	85
"chr2"	18376818	18376819	62.6
"chr3"	197654302	197654303	3.1
"chr16"	15096803	15096804	95.3
"chr11"	17013966	17013967	5.3
"chr20"	462436	462437	3.9
"chr2"	183761534	183761535	92.1
"chr3"	33883715	33883716	2.8
"chr1"	122741713	122741714	73.9
"chr6"	143580666	143580667	79.6
"chr14"	46028145	46028146	89.2
"chr20"	43271158	43271159	96.3
"chr3"	164655510	164655511	87.5
"chr1"	70151371	70151372	96.9
"chr7"	73761960	73761961	94
"chr16"	24340644	24340645	84.1
"chr1"	55476670	55476671	97
"chr10"	102152245	102152246	3.2
"chr2"	223837404	223837405	3.5
"chr21"	46408344	46408345	97.1
"chr11"	6523033	6523034	96.5
"chr11"	77242295	77242296	92.5
"chr16"	2460601	2460602	5.2
"chr7"	74218939	74218940	46.1
"chr4"	58125067	58125068	25.7
"chr2"	45307666	45307667	93.5
"chr12"	46312423	46312424	56.2
"chr22"	21952278	21952279	3.8
"chr3"	148120886	148120887	43.1
"chr7"	1084145	1084146	96.6
"chr7"	90849923	90849924	96
"chr2"	53391516	53391517	43.4
"chr13"	69435281	69435282	61.4
"chr2"	24919889	24919890	3.7
"chr14"	104836878	104836879	83
"chr2"	151825709	151825710	95.5
"chr10"	80540463	80540464	56.4
"chr17"	42212111	42212112	66.9
"chr11"	87582529	87582530	88.8
"chr17"	44968233	44968234	3.8
"chr1"	220825079	220825080	57.2
"chr20"	23360250	23360251	95.6
"chr8"	65849525	65849526	97.2
"chr3"	172348296	172348297	97.1
"chr10"	101740151	101740152	95.8
"chr9"	20914847	20914848	81.1
"chr5"	61022524	61022525	92.7
"chr5"	100354759	100354760	95.3
"chrX"	108846012	108846013	71.6
"chrY"	5284321	5284322	71.1
"chr19"	5339640	5339641	47.3
"chr17"	1276506	1276507	3.6
"chr5"	166013152	166013153	22.2
"chr20"	31066266	31066267	50
"chr7"	82940830	82940831	79.5
"chr13"	18608824	18608825	5.9
"chr7"	40953238	40953239	94.6
"chr21"	8008625	8008626	69.4
"chr12"	56640001	56640002	96.8
"chr5"	130194020	130194021	88.9
"chrX"	920410	920411	93.6
"chr8"	89487448	89487449	96.4
"chr2"	229007133	229007134	42.8
"chr7"	47733618	47733619	66.4
"chrX"	296057	296058	96.8
"chr12"	53053274	53053275	87.7
"chr5"	177782597	177782598	45.7
"chr4"	17275987	17275988	3.9
"chr12"	106282048	106282049	93
"chr2"	125387227	125387228	96
"chr4"	3293147	3293148	3.8
"chr15"	98563939	98563940	90.6
"chr4"	58742589	58742590	46.5
"chr15"	92282615	92282616	36
"chr2"	15078566	15078567	40.7
"chr1"	226264330	226264331	96.9
"chr1"	236506887	236506888	96.1
"chr17"	67949908	67949909	96.3
"chr7"	82805033	82805034	93.6
"chr3"	22222260	22222261	66
"chr7"	22611921	22611922	3
"chr14"	56908590	56908591	42.9
"chr16"	33928356	33928357	96.5
"chr11"	57874806	57874807	91.1
"chr17"	80910974	80910975	6.5
"chr17"	65643595	65643596	52.4
"chrX"	52318016	52318017	4.4
"chr10"	5359071	5359072	68.9
"chr1"	232956216	232956217	96.4
"chr1"	37646061	37646062	96.8
"chr16"	66059415	66059416	5.1
"chr7"	71185511	71185512	93.4
"chr7"	11310389	11310390	95.7
"chr14"	39739830	39739831	95.6
"chr7"	4807640	4807641	2.7
"chr4"	115979336	115979337	91.7
"chr11"	104436037	104436038	8.8
"chr17"	238304	238305	22.8
"chr16"	2435872	2435873	64.9
"chr5"	2193479	2193480	3.1
"chr3"	171574908	171574909	75.4
"chr15"	37870549	37870550	12.2
"chrX"	70772522	70772523	90.8
"chr7"	135878626	135878627	63
"chr2"	36039780	36039781	92.4
"chr3"	180959209	180959210	93.2
"chr3"	127728216	127728217	96.9
"chr12"	31725917	31725918	94.1
"chr13"	93092617	93092618	95.2
"chr2"	132618018	132618019	93.5
"chrX"	37810214	37810215	4.9
"chr1"	43549052	43549053	94.1
"chr12"	132212256	132212257	91.8
"chr10"	103065432	103065433	96.1
"chr9"	120342923	120342924	6
"chr3"	13480921	13480922	89.8
"chr16"	88184678	88184679	96.7
"chr1"	15087598	15087599	76
"chr8"	23543840	23543841	52.8
"chr13"	30840457	30840458	93.7
"chr20"	46010582	46010583	4.5
"chr19"	53833929	53833930	72.9
"chr2"	167905622	167905623	83.7
"chr16"	28426119	28426120	90.3
"chr12"	94661542	94661543	95.9
"chr20"	58850396	58850397	68.7
"chr9"	101535107	101535108	94.9
"chr18"	20831771	20831772	56.7
"chr1"	111920258	111920259	3
"chr4"	49246972	49246973	83.8
"chr14"	61615585	61615586	84.7
"chr20"	42732353	42732354	11
"chr19"	46689355	46689356	95.9
"chrY"	12530999	12531000	46.7
"chr8"	3539554	3539555	4.2
"chr9"	28137003	28137004	21.8
"chrX"	417517	417518	96.3
"chr13"	76748420	76748421	51.9
"chr4"	82645585	82645586	80.4
"chr18"	5920919	5920920	74.5
"chr16"	70503305	70503306	34.8
"chrX"	591225	591226	50.2
"chr11"	114767309	114767310	92.3
"chr1"	239954948	239954949	49.9
"chr21"	6131272	6131273	90.7
"chr1"	245154300	245154301	3.3
"chrX"	69495134	69495135	52.9
"chr5"	74392032	74392033	53.8
"chr8"	9472750	9472751	56.4
"chr18"	59943463	59943464	97
"chr10"	132306251	132306252	79.4
"chrX"	55924940	55924941	96.9
"chr7"	56795111	56795112	78.7
"chr10"	49090905	49090906	90.4
"chr22"	33877563	33877564	96.3
"chr8"	120071751	120071752	95.6
"chr8"	102864636	102864637	2.4
"chr10"	7440785	7440786	96.2
"chr12"	1049814	1049815	79.2
"chr19"	54274450	54274451	54.5
"chr2"	197302091	197302092	79
"chr2"	47288122	47288123	83.6
"chr2"	189732530	189732531	96.7
"chr20"	53595066	53595067	2.8
"chr2"	28220023	28220024	29.5
"chr15"	38574542	38574543	55.8
"chr1"	100172819	100172820	96.1
"chr1"	21952376	21952377	85.2
"chr2"	111029393	111029394	88.6
"chr4"	8407373	8407374	92.1
"chr13"	77870993	77870994	37.1
"chr19"	43967626	43967627	95.6
"chr18"	20471046	20471047	63.2
"chr15"	49169959	49169960	39.2
"chr5"	49954095	49954096	29.3
"chr7"	31161031	31161032	21.4
"chrX"	106634953	106634954	77.7
"chr4"	156840771	156840772	96.1
"chr22"	17410434	17410435	96
"chr5"	64662103	64662104	89.1
"chrX"	18186317	18186318	52
"chr19"	10288742	10288743	54.3
"chr3"	72730239	72730240	96.9
"chr21"	33690491	33690492	94.8
"chr1"	149115593	149115594	92.8
"chr6"	101139016	101139017	74.8
"chr17"	75632420	75632421	95.6
"chrX"	26974988	26974989	28.8
"chr17"	22325715	22325716	89
"chr3"	185959389	185959390	90.3
"chr5"	432766	432767	89.7
"chr8"	130011434	130011435	96.6
"chrX"	59542331	59542332	95
"chr12"	126554686	126554687	42.9
"chr17"	68248231	68248232	3.3
"chr22"	49554069	49554070	70.1
"chr10"	3706709	3706710	67.8
"chr1"	38618543	38618544	90
"chr6"	4404272	4404273	59.6
"chr9"	121525873	121525874	90.9
"chr16"	6688800	6688801	89.6
"chr12"	125228240	125228241	29.5
"chr12"	70086883	70086884	96
"chr14"	28079442	28079443	62.6
"chr19"	58044658	58044659	92
"chr19"	19407415	19407416	2.9
"chr1"	169005478	169005479	95.6
"chr2"	134059479	134059480	83.4
"chr8"	79768382	79768383	4.2
"chr11"	64357254	64357255	97
"chr11"	3497924	3497925	95.3
"chr12"	122969543	122969544	95.2
"chr10"	90159322	90159323	95.8
"chr10"	117167063	117167064	54.1
"chr13"	16432944	16432945	46.2
"chr17"	74995047	74995048	82.9
"chr2"	106477663	106477664	6.4
"chr14"	56702551	56702552	95.4
"chr1"	24901591	24901592	2.4
"chr18"	14450679	14450680	4.3
"chr2"	61887860	61887861	6.3
"chr5"	17699958	17699959	24.6
"chr12"	110094326	110094327	92.9
"chr1"	124661228	124661229	5.5
"chr8"	22732414	22732415	90.3
"chr1"	11742117	11742118	96.7
"chr7"	126597713	126597714	90.9
"chr4"	70172853	70172854	59.8
"chr5"	23317926	23317927	48.4
"chr6"	44388353	44388354	3.2
"chr1"	100041830	100041831	96.9
"chr8"	86934736	86934737	29.9
"chr3"	7481809	7481810	3.3
"chr11"	83627481	83627482	84.7
"chr16"	75053916	75053917	58
"chr2"	135055858	135055859	95.3
"chr13"	19731692	19731693	86.4
"chrX"	68681262	68681263	80.8
"chr6"	103648147	103648148	4.3
"chr4"	123915841	123915842	31.9
"chr1"	159092508	159092509	74.8
"chr19"	10242362	10242363	91.7
"chr6"	671656	671657	95.5
"chr15"	60078467	60078468	95
"chr9"	84177386	84177387	42.4
"chr6"	36976867	36976868	96.7
"chr8"	61733581	61733582	3
"chr12"	8596577	8596578	42
"chr7"	57879266	57879267	50.6
"chr10"	90855284	90855285	95
"chr5"	140807981	140807982	64.5
"chr17"	27544028	27544029	95.6
"chr1"	197780574	197780575	74.8
"chr3"	24145040	24145041	88
"chr16"	4491014	4491015	96.4
"chr4"	56965253	56965254	94.6
"chr10"	49610061	49610062	7.1
"chr2"	100704760	100704761	61.9
"chr15"	88583061	88583062	72.6
"chr1"	83117534	83117535	91.1
"chr6"	89433832	89433833	3.9
"chr18"	12449507	12449508	96
"chr19"	55516222	55516223	96.5
"chr22"	45491422	45491423	76.9
"chr5"	7623091	7623092	61.4
"chr12"	53678337	53678338	94
"chr1"	175204264	175204265	4
"chr8"	46404216	46404217	74.9
"chr14"	95338624	95338625	73.7
"chrX"	10185189	10185190	43.9
"chr4"	153933827	153933828	84.9
"chr4"	111484781	111484782	93.8
"chr16"	28903854	28903855	96.5
"chr7"	119133603	119133604	8.5
"chr6"	1316733	1316734	3.3
"chrX"	45847838	45847839	89.5
"chr15"	43550281	43550282	78.4
"chrX"	49736191	49736192	9.2
"chr8"	92138498	92138499	42.8
"chr11"	63875655	63875656	94
"chrX"	18285034	18285035	94.7
"chr8"	35827617	35827618	36.2
"chr1"	31000634	31000635	94.5
"chr2"	127334793	127334794	96.5
"chr1"	61654240	61654241	96.2
"chrX"	112663654	112663655	49.3
"chr6"	141149969	141149970	67
"chr20"	23850131	23850132	86.2
"chr16"	54936800	54936801	30.2
"chr3"	93719107	93719108	50.8
"chr3"	14701667	14701668	87.5
"chr15"	87005183	87005184	20.4
"chr6"	138657762	138657763	92.2
"chr5"	141955663	141955664	96.2
"chr11"	109827393	109827394	89.6
"chr11"	74600906	74600907	97.4
"chr20"	64064275	64064276	95.9
"chr19"	21416616	21416617	93.8
"chr4"	164904624	164904625	31.9
"chr12"	46160665	46160666	93.9
"chr6"	145354322	145354323	79
"chrY"	24555706	24555707	3.7
"chr2"	39375294	39375295	95.9
"chr12"	111685662	111685663	3.6
"chr12"	42554027	42554028	76.4
"chr3"	35133228	35133229	96.6
"chr12"	642042	642043	94.2
"chr5"	87253506	87253507	95.4
"chr11"	29105409	29105410	53.8
"chrX"	97016411	97016412	86.9
"chr5"	173546865	173546866	95.2
"chr3"	171646235	171646236	69.8
"chr5"	181208666	181208667	61
"chr10"	93213574	93213575	97.2
"chr10"	68681437	68681438	96.7
"chr7"	79451048	79451049	73.6
"chr12"	131433619	131433620	94.4
"chr3"	94154397	94154398	96.5
"chr9"	135524586	135524587	81.6
"chr1"	205327558	205327559	73
"chr1"	122669734	122669735	46.1
"chr17"	59755776	59755777	96.4
"chr7"	50205293	50205294	55.5
"chr12"	66161459	66161460	88
"chr6"	105858569	105858570	93
"chr15"	64446042	64446043	97
"chr7"	151074354	151074355	95.8
"chr1"	191520621	191520622	16.4
"chr1"	222513229	222513230	94.6
"chr14"	102076578	102076579	96.2
"chr12"	51571419	51571420	91.6
"chr9"	9164782	9164783	54.4
"chr7"	33109466	33109467	4.4
"chr7"	74782972	74782973	97.3
"chr1"	222643999	222644000	4.1
"chr5"	115116768	115116769	30.6
"chr1"	232993753	232993754	92.8
"chr11"	34418348	34418349	7.2
"chr2"	202449163	202449164	96
"chr21"	26978664	26978665	59.6
"chr15"	38575558	38575559	6.2
"chr11"	73795740	73795741	96.5
"chr2"	215141695	215141696	96.3
"chr11"	66278424	66278425	4.1
"chrY"	7467771	7467772	45.7
"chr2"	38812821	38812822	97
"chr20"	63189910	63189911	95.9
"chr17"	8326778	8326779	3
"chr19"	8161661	8161662	95.7
"chr4"	7648114	7648115	72
"chr5"	79256622	79256623	64.3
"chr3"	91924156	91924157	93.8
"chr5"	94099652	94099653	86.8
"chr2"	47265365	47265366	83.4
"chr15"	66373274	66373275	96.6
"chr6"	75367623	75367624	95
"chr4"	1186554	1186555	96.2
"chr20"	11605376	11605377	69.2
"chr2"	232851808	232851809	96.9
"chr6"	73761828	73761829	96.4
"chr10"	73945807	73945808	96
"chr2"	108779360	108779361	95.4
"chr8"	140388210	140388211	96.5
"chr12"	6944641	6944642	14.8
"chr14"	21454151	21454152	96.9
"chr9"	100422229	100422230	94.9
"chr18"	55280666	55280667	55.8
"chr4"	3448176	3448177	94.9
"chr8"	100440174	100440175	96.6
"chr7"	138997619	138997620	92.7
"chr3"	94231840	94231841	49.5
"chr1"	30876306	30876307	27.8
"chr16"	81303687	81303688	95.1
"chr12"	120671296	120671297	96.2
"chr7"	12928884	12928885	72
"chr10"	86457600	86457601	97.1
"chr16"	11829336	11829337	95.8
"chr6"	162916932	162916933	85
"chr16"	47812790	47812791	84.6
"chr5"	73758771	73758772	72.2
"chr16"	3243376	3243377	88.5
"chr15"	36376064	36376065	93
"chr6"	106156729	106156730	95.5
"chr1"	233537847	233537848	62.5
"chr12"	23570770	23570771	95.7
"chr12"	40785485	40785486	93.8
"chr9"	36004941	36004942	82
"chr2"	127893240	127893241	95.3
"chr6"	139535688	139535689	86.5
"chr6"	26779894	26779895	28.1
"chr6"	121533045	121533046	95.9
"chr4"	657466	657467	49.9
"chr2"	31041626	31041627	74.5
"chr12"	89608053	89608054	96.5
"chr2"	112637432	112637433	47.9
"chr7"	23695092	23695093	97.1
"chr8"	33045297	33045298	37.1
"chr18"	4937850	4937851	95.3
"chr10"	31237245	31237246	94.3
"chr17"	71151503	71151504	28.5
"chr3"	132386673	132386674	93.1
"chr14"	104269425	104269426	78.2
"chr12"	127537353	127537354	54.4
"chr14"	94539246	94539247	68.1
"chr4"	21563935	21563936	59
"chr6"	42904836	42904837	96.9
"chr4"	96657664	96657665	8.6
"chr8"	47261180	47261181	4
"chr10"	31981322	31981323	95.8
"chr6"	68905714	68905715	51.3
"chr15"	45129805	45129806	2.8
"chr10"	126905501	126905502	14
"chr5"	9271176	9271177	96.7
"chr1"	201826939	201826940	95.7
"chr15"	59486384	59486385	80.9
"chr12"	56882881	56882882	31.2
"chr6"	38188191	38188192	88.6
"chr17"	80355914	80355915	96.8
"chr4"	49023442	49023443	59.5
"chr1"	10642597	10642598	97.3
"chr5"	133481102	133481103	57.1
"chr10"	22004683	22004684	94.2
"chr21"	19951889	19951890	95.7
"chr17"	82236262	82236263	89
"chr1"	245687753	245687754	60.7
"chr22"	38608586	38608587	94.9
"chr16"	24890298	24890299	51.7
"chr2"	142565670	142565671	92.9
"chr14"	103598910	103598911	93.7
"chr5"	164934330	164934331	49.2
"chr11"	122402243	122402244	78.5
"chr19"	48314847	48314848	95.1
"chr2"	165953503	165953504	3
"chr1"	161768617	161768618	96.1
"chr4"	85744649	85744650	96
"chr18"	15897055	15897056	69.6
"chr10"	113126738	113126739	3.3
"chr17"	38240605	38240606	94.7
"chr9"	42280651	42280652	94
"chr1"	227431250	227431251	96.1
"chr1"	49638483	49638484	90.8
"chr2"	180706526	180706527	33
"chrX"	1113459	1113460	94.6
"chr7"	1667340	1667341	4.3
"chr2"	149392337	149392338	69.5
"chr7"	63444416	63444417	48.8
"chr1"	228743619	228743620	96.5
"chr5"	4492660	4492661	51.5
"chr5"	106800390	106800391	19.6
"chr12"	49925664	49925665	92.3
"chr21"	41645916	41645917	95.5
